Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-08-13;85 шт;2 102;1 230 ₽;28%;—;897 ₽;903 ₽;76 245 ₽;2 717;5,0;Да;Да
2025-08-12;75 шт;2 167;1 230 ₽;28%;—;897 ₽;903 ₽;67 275 ₽;2 717;5,0;Да;Да
2025-08-11;105 шт;1 981;1 230 ₽;28%;—;897 ₽;903 ₽;94 185 ₽;2 714;5,0;Да;Да
2025-08-10;89 шт;2 057;1 230 ₽;28%;—;897 ₽;879 ₽;79 833 ₽;2 708;5,0;Да;Да
2025-08-09;78 шт;2 123;1 230 ₽;28%;—;897 ₽;879 ₽;69 966 ₽;2 702;5,0;Да;Да
2025-08-08;81 шт;2 183;1 230 ₽;28%;—;897 ₽;879 ₽;72 657 ₽;2 701;5,0;Да;Да
2025-08-07;69 шт;2 245;1 230 ₽;28%;—;897 ₽;891 ₽;61 893 ₽;2 701;5,0;Да;Да
2025-08-06;78 шт;2 298;1 230 ₽;27%;—;910 ₽;891 ₽;69 966 ₽;2 696;5,0;Да;Да
2025-08-05;64 шт;2 291;1 230 ₽;28%;—;897 ₽;891 ₽;57 408 ₽;2 694;5,0;Да;Да
2025-08-04;68 шт;1 787;1 230 ₽;28%;—;897 ₽;867 ₽;60 996 ₽;2 690;5,0;Да;Да
2025-08-03;74 шт;1 842;1 230 ₽;29%;—;885 ₽;867 ₽;66 378 ₽;2 687;5,0;Да;Да
2025-08-02;60 шт;1 907;1 230 ₽;29%;—;885 ₽;867 ₽;53 820 ₽;2 684;5,0;Да;Да
2025-08-01;51 шт;1 951;1 230 ₽;28%;—;897 ₽;855 ₽;45 851 ₽;2 681;5,0;Да;Да
2025-07-31;49 шт;1 990;1 230 ₽;30%;—;861 ₽;843 ₽;42 968 ₽;2 677;5,0;Да;Да
2025-07-30;47 шт;2 031;1 230 ₽;28%;—;897 ₽;879 ₽;42 328 ₽;2 675;5,0;Да;Да
2025-07-29;35 шт;1 651;1 330 ₽;30%;—;944 ₽;925 ₽;33 871 ₽;2 673;5,0;Да;Да
2025-07-28;34 шт;1 122;1 330 ₽;30%;—;931 ₽;912 ₽;32 573 ₽;2 670;5,0;Да;Да
2025-07-27;35 шт;1 152;1 330 ₽;29%;—;957 ₽;937 ₽;33 815 ₽;2 663;5,0;Да;Да
2025-07-26;25 шт;1 180;1 330 ₽;30%;—;944 ₽;925 ₽;24 035 ₽;2 660;5,0;Да;Да
2025-07-25;17 шт;703;1 330 ₽;32%;—;917 ₽;898 ₽;16 087 ₽;2 658;5,0;Да;Да
2025-07-24;11 шт;716;1 330 ₽;30%;—;944 ₽;925 ₽;10 423 ₽;2 655;5,0;Да;Да
2025-07-23;18 шт;721;1 330 ₽;28%;—;970 ₽;950 ₽;17 489 ₽;2 653;5,0;Да;Да
2025-07-22;18 шт;727;1 330 ₽;30%;—;944 ₽;925 ₽;17 269 ₽;2 642;5,0;Да;Да
2025-07-21;9 шт;732;1 330 ₽;29%;—;957 ₽;937 ₽;8 626 ₽;2 642;5,0;Нет;Да
2025-07-20;19 шт;733;1 330 ₽;29%;—;957 ₽;937 ₽;18 462 ₽;2 638;5,0;Да;Да
2025-07-19;20 шт;747;1 330 ₽;30%;—;944 ₽;925 ₽;19 251 ₽;2 633;5,0;Да;Да
2025-07-18;28 шт;748;1 330 ₽;30%;—;931 ₽;912 ₽;26 367 ₽;2 631;5,0;Да;Да
2025-07-17;25 шт;770;1 330 ₽;30%;—;944 ₽;925 ₽;23 958 ₽;2 627;5,0;Да;Да
2025-07-16;30 шт;783;1 330 ₽;29%;—;957 ₽;937 ₽;29 229 ₽;2 627;5,0;Да;Да
2025-07-15;20 шт;795;1 330 ₽;28%;—;970 ₽;950 ₽;19 512 ₽;2 624;5,0;Да;Да
2025-07-14;23 шт;801;1 330 ₽;28%;—;970 ₽;950 ₽;22 562 ₽;2 618;5,0;Да;Да
2025-07-13;23 шт;811;1 330 ₽;29%;—;957 ₽;937 ₽;22 332 ₽;2 616;5,0;Да;Да
2025-07-12;29 шт;814;1 330 ₽;28%;—;970 ₽;950 ₽;28 424 ₽;2 612;5,0;Да;Да
2025-07-11;35 шт;829;1 330 ₽;27%;—;984 ₽;964 ₽;34 137 ₽;2 609;5,0;Да;Да
2025-07-10;31 шт;850;1 330 ₽;30%;—;944 ₽;925 ₽;30 018 ₽;2 603;5,0;Да;Да
2025-07-09;35 шт;858;1 330 ₽;30%;—;944 ₽;925 ₽;33 679 ₽;2 599;5,0;Да;Да
2025-07-08;24 шт;878;1 330 ₽;29%;—;957 ₽;937 ₽;23 397 ₽;2 585;5,0;Да;Да
2025-07-07;31 шт;887;1 330 ₽;29%;—;957 ₽;937 ₽;29 990 ₽;2 585;5,0;Да;Да
2025-07-06;20 шт;902;1 330 ₽;29%;—;957 ₽;937 ₽;19 260 ₽;2 573;5,0;Да;Да
2025-07-05;40 шт;910;1 330 ₽;30%;—;944 ₽;925 ₽;38 288 ₽;2 573;5,0;Да;Да
2025-07-04;27 шт;931;1 330 ₽;30%;—;944 ₽;925 ₽;26 095 ₽;2 569;5,0;Да;Да
2025-07-03;35 шт;938;1 330 ₽;29%;—;957 ₽;937 ₽;33 736 ₽;2 566;5,0;Да;Да
2025-07-02;29 шт;962;1 330 ₽;29%;—;957 ₽;937 ₽;28 109 ₽;5 638;5,0;Да;Да
2025-07-01;32 шт;976;1 330 ₽;29%;—;957 ₽;937 ₽;31 022 ₽;5 630;5,0;Да;Да
2025-06-30;42 шт;985;1 330 ₽;29%;—;957 ₽;937 ₽;40 584 ₽;5 613;5,0;Да;Да
2025-06-29;27 шт;999;1 400 ₽;29%;—;1 008 ₽;987 ₽;27 370 ₽;5 597;5,0;Да;Нет
2025-06-28;26 шт;996;1 400 ₽;27%;—;1 022 ₽;1 001 ₽;26 418 ₽;5 585;5,0;Да;Нет
2025-06-27;30 шт;987;1 400 ₽;29%;—;1 008 ₽;987 ₽;30 562 ₽;5 569;5,0;Да;Нет
2025-06-26;39 шт;988;1 400 ₽;27%;—;1 022 ₽;1 001 ₽;40 054 ₽;5 559;5,0;Да;Нет
2025-06-25;36 шт;998;1 400 ₽;27%;—;1 022 ₽;1 001 ₽;36 974 ₽;5 546;5,0;Да;Нет
2025-06-24;40 шт;1 005;1 400 ₽;27%;—;1 022 ₽;1 001 ₽;41 118 ₽;5 527;5,0;Да;Нет
2025-06-23;42 шт;1 018;1 400 ₽;29%;—;1 008 ₽;987 ₽;42 910 ₽;5 510;5,0;Да;Нет
2025-06-22;29 шт;1 021;1 400 ₽;26%;—;1 036 ₽;1 015 ₽;30 044 ₽;5 496;5,0;Да;Нет
2025-06-21;59 шт;1 018;1 556 ₽;40%;—;938 ₽;919 ₽;57 778 ₽;5 479;5,0;Да;Нет
2025-06-20;48 шт;1 037;1 556 ₽;42%;—;910 ₽;891 ₽;46 354 ₽;5 456;5,0;Да;Нет
2025-06-19;54 шт;479;1 556 ₽;42%;—;910 ₽;891 ₽;51 338 ₽;5 441;5,0;Да;Нет
2025-06-18;56 шт;500;1 556 ₽;40%;—;938 ₽;919 ₽;53 550 ₽;5 427;5,0;Да;Да
2025-06-17;80 шт;507;1 556 ₽;39%;—;952 ₽;932 ₽;77 798 ₽;5 415;5,0;Да;Да
2025-06-16;68 шт;547;1 556 ₽;39%;—;952 ₽;932 ₽;67 256 ₽;5 393;5,0;Да;Да
2025-06-15;77 шт;571;1 556 ₽;38%;—;966 ₽;946 ₽;75 250 ₽;5 376;5,0;Да;Да
2025-06-14;68 шт;600;1 556 ₽;39%;—;952 ₽;932 ₽;65 436 ₽;5 354;5,0;Да;Да
2025-06-13;69 шт;613;1 556 ₽;40%;—;938 ₽;919 ₽;67 760 ₽;5 343;5,0;Да;Да
2025-06-12;113 шт;643;1 556 ₽;36%;—;1 008 ₽;987 ₽;115 164 ₽;5 323;5,0;Да;Да
2025-06-11;65 шт;713;1 556 ₽;38%;—;980 ₽;960 ₽;64 161 ₽;5 302;5,0;Да;Да
2025-06-10;107 шт;732;1 734 ₽;47%;—;931 ₽;912 ₽;102 069 ₽;5 278;5,0;Да;Да
2025-06-09;97 шт;779;1 360 ₽;33%;—;924 ₽;905 ₽;95 628 ₽;5 256;5,0;Да;Да
2025-06-08;95 шт;831;2 549 ₽;62%;—;987 ₽;967 ₽;96 550 ₽;5 234;5,0;Да;Да
2025-06-07;85 шт;868;2 600 ₽;62%;—;988 ₽;968 ₽;86 359 ₽;5 221;5,0;Да;Да
2025-06-06;108 шт;898;2 550 ₽;63%;—;962 ₽;942 ₽;105 313 ₽;5 206;5,0;Да;Да
2025-06-05;98 шт;964;2 550 ₽;62%;—;975 ₽;955 ₽;94 716 ₽;5 194;5,0;Да;Да
2025-06-04;93 шт;1 013;2 574 ₽;65%;—;918 ₽;899 ₽;94 647 ₽;5 180;5,0;Да;Да
2025-06-03;118 шт;1 065;2 574 ₽;61%;—;1 023 ₽;1 002 ₽;122 775 ₽;5 150;5,0;Да;Да
2025-06-02;137 шт;1 143;2 574 ₽;61%;—;1 017 ₽;996 ₽;133 009 ₽;5 145;5,0;Да;Да
2025-06-01;172 шт;1 260;2 561 ₽;66%;—;883 ₽;865 ₽;153 429 ₽;5 123;5,0;Да;Да
2025-05-31;112 шт;1 400;2 500 ₽;65%;—;875 ₽;857 ₽;101 044 ₽;5 104;5,0;Да;Да
2025-05-30;177 шт;1 481;2 500 ₽;65%;—;887 ₽;869 ₽;161 724 ₽;5 092;5,0;Да;Да
2025-05-29;96 шт;1 630;2 548 ₽;63%;—;953 ₽;933 ₽;93 485 ₽;5 069;5,0;Да;Да
2025-05-28;53 шт;304;2 548 ₽;63%;—;968 ₽;948 ₽;52 699 ₽;5 053;5,0;Да;Да
2025-05-27;58 шт;304;2 548 ₽;63%;—;968 ₽;948 ₽;57 305 ₽;5 021;5,0;Да;Да
2025-05-26;69 шт;305;2 548 ₽;65%;—;902 ₽;883 ₽;66 366 ₽;5 006;5,0;Да;Да
2025-05-25;38 шт;317;2 548 ₽;64%;—;929 ₽;910 ₽;37 174 ₽;4 989;5,0;Нет;Да
2025-05-24;61 шт;312;2 548 ₽;64%;—;929 ₽;910 ₽;58 655 ₽;4 970;5,0;Да;Да
2025-05-23;52 шт;318;2 478 ₽;64%;—;904 ₽;885 ₽;50 295 ₽;4 942;5,0;Нет;Да
2025-05-22;63 шт;323;2 489 ₽;59%;—;1 045 ₽;1 024 ₽;69 278 ₽;4 927;5,0;Нет;Да
2025-05-21;84 шт;328;2 500 ₽;58%;—;1 050 ₽;1 029 ₽;90 822 ₽;4 904;5,0;Нет;Да
2025-05-20;126 шт;356;2 500 ₽;61%;—;982 ₽;962 ₽;121 919 ₽;4 878;5,0;Нет;Да
2025-05-19;126 шт;419;2 500 ₽;66%;—;857 ₽;839 ₽;115 864 ₽;4 861;5,0;Да;Нет
2025-05-18;121 шт;500;2 500 ₽;63%;—;940 ₽;921 ₽;114 653 ₽;4 839;5,0;Да;Нет
2025-05-17;122 шт;562;2 500 ₽;64%;—;916 ₽;897 ₽;110 932 ₽;4 818;5,0;Да;Нет
2025-05-16;155 шт;631;2 500 ₽;68%;—;810 ₽;793 ₽;128 856 ₽;4 794;5,0;Да;Нет
2025-05-15;158 шт;727;2 500 ₽;69%;—;799 ₽;783 ₽;131 938 ₽;4 778;5,0;Нет;Нет
2025-05-14;142 шт;817;2 500 ₽;68%;—;822 ₽;805 ₽;119 581 ₽;4 757;5,0;Нет;Нет
2025-05-13;173 шт;901;2 500 ₽;67%;—;846 ₽;829 ₽;148 207 ₽;4 743;5,0;Нет;Да
2025-05-12;183 шт;1 006;2 500 ₽;68%;—;810 ₽;793 ₽;155 175 ₽;4 726;5,0;Да;Да
2025-05-11;146 шт;1 113;2 500 ₽;67%;—;834 ₽;817 ₽;125 136 ₽;4 698;5,0;Нет;Да
2025-05-10;137 шт;1 170;2 500 ₽;68%;—;810 ₽;793 ₽;116 316 ₽;4 679;5,0;Нет;Да
2025-05-09;125 шт;1 257;2 500 ₽;68%;—;822 ₽;805 ₽;106 444 ₽;4 661;5,0;Да;Да
2025-05-08;196 шт;1 331;2 500 ₽;67%;—;846 ₽;829 ₽;169 825 ₽;4 649;5,0;Да;Да
2025-05-07;200 шт;1 463;2 500 ₽;67%;—;834 ₽;817 ₽;171 559 ₽;4 633;5,0;Да;Да
2025-05-06;207 шт;1 613;2 500 ₽;67%;—;846 ₽;829 ₽;175 432 ₽;4 606;5,0;Да;Да
2025-05-05;224 шт;1 776;2 500 ₽;68%;—;810 ₽;793 ₽;185 000 ₽;4 592;5,0;Да;Да
2025-05-04;268 шт;1 947;2 500 ₽;68%;—;821 ₽;804 ₽;224 602 ₽;4 575;5,0;Да;Да
2025-05-03;229 шт;2 194;2 500 ₽;68%;—;810 ₽;793 ₽;191 847 ₽;4 557;5,0;Да;Да
2025-05-02;246 шт;2 387;2 500 ₽;68%;—;821 ₽;804 ₽;205 941 ₽;4 545;5,0;Да;Да
2025-05-01;150 шт;2 602;2 500 ₽;67%;—;843 ₽;826 ₽;127 278 ₽;4 536;5,0;Да;Да
2025-04-30;62 шт;719;2 500 ₽;67%;—;843 ₽;826 ₽;52 694 ₽;4 523;5,0;Да;Нет
2025-04-29;61 шт;758;2 500 ₽;67%;—;843 ₽;826 ₽;53 752 ₽;4 510;5,0;Да;Нет
2025-04-28;38 шт;785;2 500 ₽;62%;—;950 ₽;931 ₽;36 959 ₽;4 503;5,0;Нет;Нет
2025-04-27;66 шт;775;2 500 ₽;61%;—;987 ₽;967 ₽;65 034 ₽;4 486;5,0;Нет;Нет
2025-04-26;79 шт;789;2 500 ₽;61%;—;987 ₽;967 ₽;77 241 ₽;4 462;5,0;Нет;Нет
2025-04-25;56 шт;814;2 500 ₽;61%;—;987 ₽;967 ₽;53 484 ₽;4 447;5,0;Нет;Нет
2025-04-24;109 шт;820;2 500 ₽;65%;—;885 ₽;867 ₽;95 239 ₽;4 430;5,0;Да;Нет
2025-04-23;114 шт;906;2 500 ₽;66%;—;858 ₽;840 ₽;97 812 ₽;4 411;5,0;Да;Нет
2025-04-22;133 шт;982;2 500 ₽;66%;—;858 ₽;840 ₽;114 114 ₽;4 401;5,0;Да;Да
2025-04-21;101 шт;1 093;2 500 ₽;66%;—;858 ₽;840 ₽;86 658 ₽;4 385;5,0;Нет;Да
2025-04-20;117 шт;1 161;2 500 ₽;67%;—;847 ₽;830 ₽;99 836 ₽;4 368;5,0;Нет;Да
2025-04-19;122 шт;1 258;2 500 ₽;67%;—;847 ₽;830 ₽;103 851 ₽;4 354;5,0;Нет;Да
2025-04-18;182 шт;1 359;2 500 ₽;66%;—;858 ₽;840 ₽;155 727 ₽;4 341;5,0;Нет;Да
2025-04-17;184 шт;1 524;2 500 ₽;66%;—;858 ₽;840 ₽;156 233 ₽;4 323;5,0;Да;Да
2025-04-16;111 шт;1 678;2 500 ₽;66%;—;858 ₽;840 ₽;94 743 ₽;4 310;5,0;Нет;Да
2025-04-15;85 шт;1 656;2 500 ₽;66%;—;858 ₽;840 ₽;71 533 ₽;4 290;5,0;Нет;Да
2025-04-14;71 шт;1 710;2 500 ₽;66%;—;858 ₽;840 ₽;59 873 ₽;4 274;5,0;Нет;Да
2025-04-13;99 шт;1 737;2 500 ₽;66%;—;858 ₽;840 ₽;83 600 ₽;4 265;5,0;Нет;Да
2025-04-12;91 шт;1 806;2 500 ₽;66%;—;858 ₽;840 ₽;76 912 ₽;4 251;5,0;Да;Да
2025-04-11;78 шт;1 880;2 500 ₽;66%;—;858 ₽;840 ₽;64 614 ₽;4 234;5,0;Да;Да
2025-04-10;116 шт;1 934;2 500 ₽;66%;—;858 ₽;840 ₽;96 646 ₽;4 214;5,0;Да;Да
2025-04-09;67 шт;2 020;2 500 ₽;66%;—;858 ₽;840 ₽;56 210 ₽;4 207;5,0;Нет;Да
2025-04-08;87 шт;2 052;2 500 ₽;66%;—;858 ₽;840 ₽;73 425 ₽;4 198;5,0;Да;Да
2025-04-07;93 шт;2 109;2 500 ₽;67%;—;847 ₽;830 ₽;78 364 ₽;4 189;5,0;Да;Да
2025-04-06;79 шт;2 172;2 500 ₽;66%;—;858 ₽;840 ₽;66 550 ₽;4 177;5,0;Да;Да
2025-04-05;77 шт;2 228;2 500 ₽;66%;—;858 ₽;840 ₽;64 867 ₽;4 164;5,0;Да;Да
2025-04-04;84 шт;2 279;2 500 ₽;66%;—;858 ₽;840 ₽;71 126 ₽;4 151;5,0;Да;Да
2025-04-03;72 шт;2 337;2 500 ₽;66%;—;858 ₽;840 ₽;60 434 ₽;4 129;5,0;Да;Да
2025-04-02;111 шт;2 379;2 500 ₽;66%;—;858 ₽;840 ₽;93 522 ₽;4 118;5,0;Да;Да
2025-04-01;72 шт;2 470;2 500 ₽;67%;—;836 ₽;819 ₽;59 972 ₽;4 101;5,0;Да;Да
2025-03-31;99 шт;2 509;2 500 ₽;67%;—;847 ₽;830 ₽;83 237 ₽;4 085;5,0;Да;Да
2025-03-30;50 шт;2 088;2 500 ₽;67%;—;847 ₽;830 ₽;42 632 ₽;4 070;5,0;Да;Да
2025-03-29;62 шт;2 122;2 500 ₽;63%;—;935 ₽;917 ₽;57 048 ₽;4 056;5,0;Да;Да
2025-03-28;57 шт;2 168;2 500 ₽;63%;—;936 ₽;917 ₽;52 080 ₽;4 044;5,0;Да;Да
2025-03-27;64 шт;2 201;2 500 ₽;64%;—;924 ₽;905 ₽;58 428 ₽;4 032;5,0;Да;Да
2025-03-26;81 шт;2 253;2 500 ₽;64%;—;924 ₽;905 ₽;74 580 ₽;4 016;5,0;Да;Да
2025-03-25;72 шт;2 314;2 500 ₽;63%;—;936 ₽;917 ₽;66 240 ₽;4 002;5,0;Да;Да
2025-03-24;56 шт;2 376;2 500 ₽;63%;—;936 ₽;917 ₽;51 792 ₽;3 991;5,0;Да;Нет
2025-03-23;45 шт;2 275;2 500 ₽;63%;—;936 ₽;917 ₽;40 602 ₽;3 977;5,0;Да;Да
2025-03-22;22 шт;764;2 500 ₽;66%;—;858 ₽;840 ₽;18 832 ₽;3 956;5,0;Нет;Да
2025-03-21;10 шт;774;2 500 ₽;66%;—;858 ₽;840 ₽;8 459 ₽;3 945;5,0;Нет;Да
2025-03-20;18 шт;772;2 500 ₽;66%;—;858 ₽;840 ₽;15 367 ₽;3 933;5,0;Нет;Да
2025-03-19;19 шт;777;2 500 ₽;66%;—;858 ₽;840 ₽;16 038 ₽;3 913;5,0;Нет;Да
2025-03-18;16 шт;783;2 500 ₽;66%;—;858 ₽;840 ₽;13 629 ₽;3 903;5,0;Нет;Да
2025-03-17;27 шт;788;2 500 ₽;66%;—;858 ₽;840 ₽;22 968 ₽;3 892;5,0;Нет;Да
2025-03-16;18 шт;798;2 500 ₽;66%;—;858 ₽;840 ₽;15 444 ₽;3 869;5,0;Нет;Да
2025-03-15;23 шт;804;2 500 ₽;66%;—;858 ₽;840 ₽;19 657 ₽;3 854;5,0;Нет;Да
2025-03-14;20 шт;778;2 500 ₽;66%;—;858 ₽;840 ₽;16 951 ₽;3 835;5,0;Нет;Да
2025-03-13;44 шт;785;2 500 ₽;66%;—;858 ₽;840 ₽;37 092 ₽;3 822;5,0;Нет;Да
2025-03-12;27 шт;804;2 500 ₽;67%;—;847 ₽;0 ₽;22 715 ₽;3 812;5,0;Нет;Да
2025-03-11;37 шт;809;2 500 ₽;66%;—;847 ₽;830 ₽;31 339 ₽;3 801;5,0;Нет;Да
2025-03-10;40 шт;837;2 500 ₽;66%;—;847 ₽;830 ₽;33 880 ₽;3 786;5,0;Нет;Да
2025-03-09;28 шт;871;2 500 ₽;66%;—;847 ₽;830 ₽;23 716 ₽;3 759;5,0;Нет;Да
2025-03-08;20 шт;893;2 500 ₽;66%;—;847 ₽;830 ₽;16 940 ₽;3 750;5,0;Нет;Да
2025-03-07;22 шт;900;2 500 ₽;66%;—;847 ₽;830 ₽;18 634 ₽;3 735;5,0;Нет;Да
2025-03-06;38 шт;909;2 500 ₽;66%;—;847 ₽;830 ₽;32 186 ₽;3 720;5,0;Нет;Нет
2025-03-05;38 шт;931;2 500 ₽;66%;—;847 ₽;830 ₽;32 186 ₽;3 702;5,0;Нет;Нет
2025-03-04;31 шт;954;2 500 ₽;66%;—;847 ₽;830 ₽;26 257 ₽;3 684;5,0;Нет;Нет
2025-03-03;38 шт;970;2 500 ₽;66%;—;847 ₽;830 ₽;32 186 ₽;3 665;5,0;Нет;Нет
2025-03-02;41 шт;995;2 500 ₽;66%;—;847 ₽;830 ₽;34 727 ₽;3 648;5,0;Нет;Нет
2025-03-01;38 шт;1 019;2 500 ₽;66%;—;847 ₽;830 ₽;32 186 ₽;3 626;5,0;Нет;Нет
2025-02-28;51 шт;1 042;2 500 ₽;66%;—;847 ₽;830 ₽;43 197 ₽;3 601;5,0;Нет;Нет
2025-02-27;53 шт;1 074;2 500 ₽;66%;—;836 ₽;819 ₽;44 308 ₽;3 591;5,0;Да;Нет
2025-02-26;29 шт;1 149;2 500 ₽;63%;—;924 ₽;905 ₽;26 796 ₽;3 573;5,0;Нет;Нет
2025-02-25;46 шт;1 153;2 500 ₽;63%;—;924 ₽;905 ₽;42 504 ₽;3 555;5,0;Нет;Нет
2025-02-24;41 шт;1 173;2 500 ₽;63%;—;924 ₽;905 ₽;37 884 ₽;3 541;5,0;Нет;Нет
2025-02-23;46 шт;1 204;2 500 ₽;63%;—;924 ₽;905 ₽;42 504 ₽;3 522;5,0;Нет;Нет
2025-02-22;77 шт;1 230;2 500 ₽;63%;—;924 ₽;905 ₽;71 148 ₽;3 490;5,0;Нет;Нет
2025-02-21;70 шт;1 292;2 500 ₽;63%;—;924 ₽;905 ₽;64 680 ₽;3 471;5,0;Да;Нет
2025-02-20;119 шт;1 346;2 500 ₽;63%;—;924 ₽;905 ₽;109 956 ₽;3 461;5,0;Да;Нет
2025-02-19;88 шт;1 457;2 500 ₽;63%;—;912 ₽;893 ₽;80 256 ₽;3 446;5,0;Нет;Нет
2025-02-18;79 шт;1 542;2 500 ₽;63%;—;912 ₽;893 ₽;72 048 ₽;3 432;5,0;Нет;Нет
2025-02-17;81 шт;1 614;2 500 ₽;63%;—;912 ₽;893 ₽;73 872 ₽;3 415;5,0;Нет;Нет
2025-02-16;73 шт;1 685;2 500 ₽;63%;—;912 ₽;893 ₽;66 576 ₽;3 400;5,0;Да;Нет
2025-02-15;90 шт;1 747;2 500 ₽;63%;—;924 ₽;905 ₽;83 160 ₽;3 391;5,0;Да;Нет
2025-02-14;48 шт;1 827;2 500 ₽;63%;—;912 ₽;893 ₽;43 776 ₽;3 382;5,0;Нет;Нет
2025-02-13;74 шт;1 858;2 500 ₽;63%;—;912 ₽;893 ₽;67 488 ₽;3 370;5,0;Да;Нет
2025-02-12;64 шт;1 918;2 500 ₽;63%;—;912 ₽;893 ₽;58 368 ₽;3 364;5,0;Да;Нет
2025-02-11;48 шт;1 973;2 500 ₽;63%;—;912 ₽;893 ₽;43 776 ₽;3 354;5,0;Нет;Нет
