Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-08-15;9 шт;587;2 400 ₽;71%;—;710 ₽;695 ₽;6 460 ₽;229;5,0;Нет;Да
2025-08-14;8 шт;594;2 400 ₽;71%;—;701 ₽;686 ₽;5 960 ₽;228;5,0;Нет;Да
2025-08-13;6 шт;598;2 400 ₽;70%;—;739 ₽;724 ₽;4 470 ₽;228;5,0;Нет;Да
2025-08-12;5 шт;602;2 400 ₽;70%;—;739 ₽;724 ₽;3 725 ₽;228;5,0;Нет;Да
2025-08-11;13 шт;605;2 400 ₽;70%;—;739 ₽;724 ₽;9 685 ₽;228;5,0;Нет;Да
2025-08-10;7 шт;631;2 450 ₽;70%;—;745 ₽;715 ₽;5 215 ₽;227;5,0;Нет;Да
2025-08-09;10 шт;638;2 400 ₽;70%;—;730 ₽;715 ₽;7 450 ₽;225;5,0;Да;Да
2025-08-08;5 шт;642;2 450 ₽;70%;—;745 ₽;715 ₽;3 725 ₽;225;5,0;Да;Да
2025-08-07;8 шт;643;2 600 ₽;70%;—;801 ₽;784 ₽;5 960 ₽;223;5,0;Да;Да
2025-08-06;9 шт;649;2 350 ₽;70%;—;724 ₽;709 ₽;6 705 ₽;221;5,0;Нет;Да
2025-08-05;6 шт;656;2 350 ₽;70%;—;724 ₽;709 ₽;4 470 ₽;221;5,0;Да;Да
2025-08-04;15 шт;662;2 450 ₽;70%;—;735 ₽;720 ₽;11 175 ₽;219;5,0;Да;Да
2025-08-03;6 шт;676;2 450 ₽;70%;—;745 ₽;705 ₽;4 470 ₽;219;5,0;Да;Да
2025-08-02;9 шт;682;2 650 ₽;70%;—;795 ₽;779 ₽;6 705 ₽;219;5,0;Нет;Да
2025-08-01;6 шт;690;2 320 ₽;71%;—;687 ₽;673 ₽;4 479 ₽;218;5,0;Нет;Да
2025-07-31;7 шт;695;2 450 ₽;71%;—;716 ₽;701 ₽;5 268 ₽;218;5,0;Да;Да
2025-07-30;8 шт;699;2 550 ₽;70%;—;775 ₽;759 ₽;6 200 ₽;216;5,0;Да;Да
2025-07-29;0 шт;706;2 700 ₽;71%;—;800 ₽;784 ₽;0 ₽;216;5,0;Нет;Да
2025-07-28;0 шт;94;4 000 ₽;71%;—;1 170 ₽;1 146 ₽;0 ₽;216;5,0;Нет;Да
2025-07-27;1 шт;93;4 000 ₽;70%;—;1 201 ₽;1 176 ₽;1 232 ₽;216;5,0;Нет;Да
2025-07-26;1 шт;93;4 000 ₽;70%;—;1 201 ₽;1 176 ₽;1 201 ₽;216;5,0;Нет;Да
2025-07-25;0 шт;93;4 000 ₽;71%;—;1 170 ₽;1 146 ₽;0 ₽;216;5,0;Нет;Да
2025-07-24;0 шт;92;4 000 ₽;71%;—;1 185 ₽;1 161 ₽;0 ₽;216;5,0;Нет;Да
2025-07-23;2 шт;92;4 000 ₽;70%;—;1 216 ₽;1 191 ₽;2 432 ₽;213;5,0;Нет;Да
2025-07-22;0 шт;94;4 000 ₽;71%;—;1 185 ₽;1 161 ₽;0 ₽;213;5,0;Нет;Да
2025-07-21;5 шт;94;2 610 ₽;70%;—;783 ₽;767 ₽;3 957 ₽;213;5,0;Нет;Да
2025-07-20;8 шт;99;2 610 ₽;70%;—;783 ₽;767 ₽;4 545 ₽;213;5,0;Нет;Да
2025-07-19;2 шт;106;2 610 ₽;71%;—;773 ₽;757 ₽;1 546 ₽;213;5,0;Нет;Да
2025-07-18;0 шт;107;2 610 ₽;71%;—;763 ₽;747 ₽;0 ₽;212;5,0;Нет;Да
2025-07-17;2 шт;106;2 610 ₽;71%;—;763 ₽;747 ₽;1 556 ₽;212;5,0;Нет;Да
2025-07-16;4 шт;108;2 610 ₽;70%;—;783 ₽;767 ₽;3 153 ₽;212;5,0;Нет;Да
2025-07-15;3 шт;109;2 610 ₽;70%;—;793 ₽;777 ₽;2 379 ₽;212;5,0;Нет;Да
2025-07-14;0 шт;112;2 610 ₽;75%;—;671 ₽;657 ₽;0 ₽;212;5,0;Нет;Да
2025-07-13;1 шт;111;2 610 ₽;70%;—;783 ₽;767 ₽;804 ₽;212;5,0;Нет;Да
2025-07-12;1 шт;112;2 610 ₽;70%;—;793 ₽;777 ₽;793 ₽;211;5,0;Нет;Да
2025-07-11;5 шт;113;2 610 ₽;74%;—;680 ₽;666 ₽;3 391 ₽;210;5,0;Нет;Да
2025-07-10;4 шт;117;2 610 ₽;75%;—;654 ₽;640 ₽;2 702 ₽;210;5,0;Нет;Да
2025-07-09;3 шт;121;2 610 ₽;75%;—;654 ₽;640 ₽;1 962 ₽;210;5,0;Нет;Да
2025-07-08;0 шт;122;2 610 ₽;74%;—;683 ₽;669 ₽;0 ₽;209;5,0;Нет;Да
2025-07-07;2 шт;120;2 610 ₽;74%;—;683 ₽;669 ₽;1 375 ₽;209;5,0;Нет;Да
2025-07-06;2 шт;122;2 610 ₽;74%;—;683 ₽;669 ₽;1 366 ₽;208;5,0;Нет;Да
2025-07-05;0 шт;124;2 610 ₽;72%;—;753 ₽;737 ₽;0 ₽;208;5,0;Нет;Да
2025-07-04;1 шт;124;2 610 ₽;71%;—;763 ₽;747 ₽;783 ₽;207;5,0;Нет;Да
2025-07-03;3 шт;124;2 610 ₽;71%;—;773 ₽;757 ₽;2 329 ₽;207;5,0;Нет;Да
2025-07-02;2 шт;126;2 610 ₽;71%;—;763 ₽;747 ₽;1 546 ₽;207;5,0;Нет;Да
2025-07-01;1 шт;128;2 610 ₽;71%;—;763 ₽;747 ₽;783 ₽;206;5,0;Нет;Да
2025-06-30;3 шт;127;2 610 ₽;71%;—;763 ₽;747 ₽;2 289 ₽;205;5,0;Нет;Да
2025-06-29;3 шт;129;2 610 ₽;71%;—;763 ₽;747 ₽;2 289 ₽;204;5,0;Нет;Да
2025-06-28;0 шт;132;2 610 ₽;64%;—;956 ₽;936 ₽;0 ₽;204;5,0;Нет;Да
2025-06-27;1 шт;130;2 610 ₽;65%;—;932 ₽;913 ₽;932 ₽;204;5,0;Нет;Да
2025-06-26;0 шт;129;2 610 ₽;64%;—;956 ₽;936 ₽;0 ₽;204;5,0;Нет;Да
2025-06-25;1 шт;129;2 610 ₽;64%;—;956 ₽;936 ₽;956 ₽;203;5,0;Нет;Да
2025-06-24;0 шт;129;2 610 ₽;64%;—;956 ₽;936 ₽;0 ₽;201;5,0;Нет;Да
2025-06-23;0 шт;127;2 610 ₽;64%;—;944 ₽;925 ₽;0 ₽;200;5,0;Нет;Да
2025-06-22;1 шт;126;2 610 ₽;61%;—;1 033 ₽;1 012 ₽;956 ₽;200;5,0;Нет;Да
2025-06-21;1 шт;126;2 610 ₽;63%;—;974 ₽;954 ₽;902 ₽;200;5,0;Нет;Да
2025-06-20;6 шт;127;2 610 ₽;67%;—;876 ₽;858 ₽;5 256 ₽;198;5,0;Нет;Да
2025-06-19;0 шт;133;2 610 ₽;67%;—;876 ₽;858 ₽;0 ₽;197;5,0;Нет;Да
2025-06-18;2 шт;131;2 610 ₽;65%;—;920 ₽;901 ₽;1 891 ₽;197;5,0;Нет;Да
2025-06-17;1 шт;132;2 610 ₽;64%;—;946 ₽;927 ₽;933 ₽;197;5,0;Нет;Да
2025-06-16;3 шт;129;2 610 ₽;65%;—;933 ₽;914 ₽;2 838 ₽;197;5,0;Нет;Да
2025-06-15;3 шт;130;2 610 ₽;72%;—;732 ₽;717 ₽;2 298 ₽;195;5,0;Нет;Да
2025-06-14;3 шт;133;2 610 ₽;72%;—;741 ₽;726 ₽;2 275 ₽;195;5,0;Нет;Да
2025-06-13;2 шт;131;2 610 ₽;72%;—;741 ₽;726 ₽;1 586 ₽;195;5,0;Нет;Да
2025-06-12;1 шт;133;2 610 ₽;70%;—;783 ₽;767 ₽;772 ₽;194;5,0;Нет;Да
2025-06-11;1 шт;133;2 610 ₽;65%;—;933 ₽;914 ₽;933 ₽;193;5,0;Нет;Да
2025-06-10;2 шт;133;2 610 ₽;65%;—;933 ₽;914 ₽;1 994 ₽;192;5,0;Нет;Да
2025-06-09;1 шт;135;2 610 ₽;65%;—;933 ₽;914 ₽;997 ₽;192;5,0;Нет;Нет
2025-06-08;1 шт;130;2 610 ₽;64%;—;946 ₽;927 ₽;1 010 ₽;188;5,0;Нет;Нет
2025-06-07;1 шт;127;2 610 ₽;63%;—;971 ₽;951 ₽;971 ₽;188;5,0;Нет;Нет
2025-06-06;0 шт;127;2 610 ₽;65%;—;920 ₽;901 ₽;0 ₽;186;5,0;Нет;Нет
2025-06-05;2 шт;126;2 430 ₽;64%;—;893 ₽;875 ₽;1 833 ₽;186;5,0;Нет;Да
2025-06-04;3 шт;124;2 430 ₽;64%;—;893 ₽;875 ₽;2 736 ₽;186;5,0;Нет;Да
2025-06-03;6 шт;123;2 430 ₽;63%;—;904 ₽;885 ₽;5 472 ₽;184;5,0;Нет;Да
2025-06-02;5 шт;125;2 430 ₽;64%;—;881 ₽;863 ₽;4 211 ₽;184;5,0;Нет;Да
2025-06-01;6 шт;123;2 200 ₽;65%;—;776 ₽;760 ₽;4 762 ₽;184;5,0;Нет;Да
2025-05-31;5 шт;127;2 200 ₽;65%;—;786 ₽;770 ₽;4 028 ₽;184;5,0;Нет;Да
2025-05-30;3 шт;126;2 200 ₽;64%;—;797 ₽;781 ₽;2 478 ₽;183;5,0;Нет;Да
2025-05-29;6 шт;126;2 200 ₽;64%;—;808 ₽;791 ₽;4 976 ₽;181;5,0;Нет;Да
2025-05-28;11 шт;127;2 200 ₽;63%;—;823 ₽;806 ₽;9 141 ₽;180;5,0;Нет;Да
2025-05-27;7 шт;130;2 300 ₽;63%;—;860 ₽;842 ₽;6 192 ₽;178;5,0;Нет;Да
2025-05-26;9 шт;130;2 630 ₽;66%;—;917 ₽;898 ₽;8 751 ₽;178;5,0;Нет;Да
2025-05-25;10 шт;126;2 630 ₽;65%;—;942 ₽;923 ₽;9 849 ₽;177;5,0;Нет;Да
2025-05-24;8 шт;130;2 630 ₽;65%;—;942 ₽;923 ₽;7 731 ₽;177;5,0;Нет;Да
2025-05-23;6 шт;132;2 630 ₽;65%;—;942 ₽;923 ₽;5 550 ₽;176;5,0;Нет;Да
2025-05-22;11 шт;134;2 630 ₽;67%;—;878 ₽;860 ₽;10 126 ₽;175;5,0;Нет;Да
2025-05-21;25 шт;140;2 430 ₽;67%;—;812 ₽;795 ₽;21 800 ₽;173;5,0;Нет;Да
2025-05-20;18 шт;154;2 430 ₽;65%;—;860 ₽;842 ₽;15 798 ₽;173;5,0;Да;Да
2025-05-19;7 шт;163;2 390 ₽;65%;—;854 ₽;836 ₽;6 409 ₽;173;5,0;Да;Нет
2025-05-18;11 шт;160;2 380 ₽;61%;—;932 ₽;913 ₽;10 312 ₽;173;5,0;Нет;Нет
2025-05-17;15 шт;160;2 380 ₽;62%;—;909 ₽;890 ₽;12 272 ₽;172;5,0;Нет;Нет
2025-05-16;11 шт;166;2 450 ₽;66%;—;845 ₽;828 ₽;9 267 ₽;170;5,0;Нет;Нет
2025-05-15;17 шт;167;2 400 ₽;66%;—;816 ₽;799 ₽;14 274 ₽;169;5,0;Да;Нет
2025-05-14;12 шт;172;1 870 ₽;55%;—;843 ₽;826 ₽;10 152 ₽;167;5,0;Нет;Да
2025-05-13;11 шт;174;1 870 ₽;53%;—;879 ₽;861 ₽;9 669 ₽;165;5,0;Нет;Нет
2025-05-12;17 шт;170;1 870 ₽;54%;—;861 ₽;843 ₽;13 145 ₽;164;5,0;Нет;Нет
2025-05-11;12 шт;171;1 835 ₽;53%;—;863 ₽;845 ₽;10 356 ₽;157;5,0;Нет;Нет
2025-05-10;13 шт;171;1 835 ₽;54%;—;845 ₽;828 ₽;11 129 ₽;156;5,0;Да;Нет
2025-05-09;10 шт;173;1 835 ₽;54%;—;845 ₽;828 ₽;8 738 ₽;156;5,0;Нет;Нет
2025-05-08;12 шт;168;1 835 ₽;52%;—;881 ₽;863 ₽;10 572 ₽;156;5,0;Нет;Нет
2025-05-07;20 шт;163;1 835 ₽;52%;—;881 ₽;863 ₽;17 620 ₽;154;5,0;Нет;Нет
2025-05-06;16 шт;163;1 835 ₽;52%;—;881 ₽;863 ₽;14 276 ₽;152;5,0;Нет;Нет
2025-05-05;16 шт;159;1 835 ₽;52%;—;899 ₽;881 ₽;14 384 ₽;152;5,0;Нет;Нет
2025-05-04;20 шт;147;1 835 ₽;52%;—;899 ₽;881 ₽;17 980 ₽;150;5,0;Нет;Нет
2025-05-03;10 шт;133;1 835 ₽;52%;—;899 ₽;881 ₽;8 990 ₽;148;5,0;Да;Нет
2025-05-02;32 шт;126;1 835 ₽;52%;—;899 ₽;881 ₽;28 677 ₽;146;5,0;Нет;Нет
2025-05-01;30 шт;137;1 820 ₽;52%;—;891 ₽;873 ₽;26 730 ₽;143;5,0;Да;Да
2025-04-30;39 шт;140;1 820 ₽;52%;—;891 ₽;873 ₽;34 749 ₽;141;5,0;Нет;Да
2025-04-29;36 шт;159;1 820 ₽;52%;—;891 ₽;873 ₽;32 076 ₽;135;5,0;Да;Да
2025-04-28;42 шт;175;1 820 ₽;52%;—;891 ₽;873 ₽;37 422 ₽;135;5,0;Да;Да
2025-04-27;35 шт;183;1 820 ₽;52%;—;891 ₽;873 ₽;31 185 ₽;132;5,0;Да;Да
2025-04-26;55 шт;199;1 820 ₽;52%;—;891 ₽;873 ₽;46 719 ₽;129;5,0;Нет;Да
2025-04-25;45 шт;234;1 820 ₽;52%;—;891 ₽;873 ₽;40 095 ₽;122;5,0;Да;Да
2025-04-24;81 шт;255;1 820 ₽;52%;—;891 ₽;873 ₽;72 171 ₽;118;5,0;Да;Да
2025-04-23;103 шт;319;1 820 ₽;52%;—;891 ₽;873 ₽;88 761 ₽;117;5,0;Да;Нет
2025-04-22;154 шт;412;1 725 ₽;52%;—;845 ₽;828 ₽;127 744 ₽;115;5,0;Нет;Да
2025-04-21;125 шт;558;1 790 ₽;56%;—;805 ₽;788 ₽;100 625 ₽;109;5,0;Да;Да
2025-04-20;130 шт;677;1 790 ₽;56%;—;805 ₽;788 ₽;104 650 ₽;107;5,0;Да;Да
2025-04-19;97 шт;804;1 790 ₽;56%;—;805 ₽;788 ₽;79 649 ₽;105;5,0;Да;Да
2025-04-18;44 шт;897;1 840 ₽;56%;—;828 ₽;811 ₽;36 012 ₽;104;5,0;Да;Нет
2025-04-17;26 шт;937;1 850 ₽;60%;—;758 ₽;742 ₽;19 708 ₽;101;5,0;Да;Да
2025-04-16;31 шт;961;1 850 ₽;60%;—;758 ₽;742 ₽;23 498 ₽;100;5,0;Да;Да
2025-04-15;34 шт;992;1 850 ₽;58%;—;777 ₽;761 ₽;26 418 ₽;100;5,0;Да;Да
2025-04-14;7 шт;1 025;1 850 ₽;58%;—;777 ₽;761 ₽;5 439 ₽;100;5,0;Нет;Да
2025-04-13;2 шт;1 029;1 850 ₽;58%;—;777 ₽;761 ₽;1 554 ₽;99;5,0;Нет;Да
2025-04-12;1 шт;206;1 850 ₽;58%;—;795 ₽;779 ₽;795 ₽;98;5,0;Нет;Нет
2025-04-11;0 шт;42;1 780 ₽;58%;—;765 ₽;749 ₽;0 ₽;98;5,0;Нет;Да
2025-04-10;1 шт;42;1 780 ₽;58%;—;765 ₽;749 ₽;783 ₽;98;5,0;Нет;Да
2025-04-09;1 шт;41;1 780 ₽;57%;—;783 ₽;767 ₽;783 ₽;97;5,0;Нет;Да
2025-04-08;0 шт;41;1 780 ₽;57%;—;783 ₽;767 ₽;0 ₽;97;5,0;Нет;Да
2025-04-07;2 шт;40;1 780 ₽;57%;—;775 ₽;759 ₽;1 550 ₽;96;5,0;Нет;Да
2025-04-06;1 шт;41;1 780 ₽;57%;—;775 ₽;759 ₽;775 ₽;96;5,0;Нет;Да
2025-04-05;2 шт;42;1 780 ₽;57%;—;775 ₽;759 ₽;1 550 ₽;96;5,0;Нет;Да
2025-04-04;1 шт;43;1 780 ₽;57%;—;767 ₽;751 ₽;767 ₽;96;5,0;Нет;Да
2025-04-03;0 шт;43;1 780 ₽;59%;—;744 ₽;729 ₽;0 ₽;96;5,0;Нет;Да
2025-04-02;1 шт;41;1 780 ₽;53%;—;846 ₽;829 ₽;854 ₽;96;5,0;Нет;Да
2025-04-01;1 шт;40;1 780 ₽;56%;—;784 ₽;768 ₽;784 ₽;96;5,0;Нет;Да
2025-03-31;0 шт;41;1 780 ₽;56%;—;801 ₽;784 ₽;0 ₽;96;5,0;Нет;Нет
2025-03-30;5 шт;40;1 807 ₽;54%;—;857 ₽;854 ₽;4 160 ₽;95;5,0;Нет;Нет
2025-03-29;0 шт;45;1 850 ₽;56%;—;832 ₽;815 ₽;0 ₽;95;5,0;Нет;Да
2025-03-28;3 шт;43;1 850 ₽;56%;—;832 ₽;815 ₽;2 976 ₽;95;5,0;Нет;Нет
2025-03-27;1 шт;42;1 650 ₽;52%;—;808 ₽;791 ₽;808 ₽;94;5,0;Нет;Нет
2025-03-26;1 шт;43;1 650 ₽;40%;—;1 006 ₽;985 ₽;1 006 ₽;94;5,0;Нет;Нет
2025-03-25;2 шт;42;1 650 ₽;40%;—;1 006 ₽;985 ₽;1 781 ₽;94;5,0;Нет;Нет
2025-03-24;2 шт;42;1 650 ₽;52%;—;808 ₽;791 ₽;1 567 ₽;94;5,0;Нет;Да
2025-03-23;2 шт;41;1 650 ₽;54%;—;759 ₽;743 ₽;1 518 ₽;93;5,0;Нет;Да
2025-03-22;1 шт;43;1 650 ₽;54%;—;759 ₽;743 ₽;759 ₽;93;5,0;Нет;Да
2025-03-21;4 шт;40;1 650 ₽;52%;—;808 ₽;791 ₽;3 232 ₽;93;5,0;Нет;Нет
2025-03-20;7 шт;44;1 650 ₽;52%;—;808 ₽;791 ₽;5 291 ₽;92;5,0;Нет;Нет
2025-03-19;5 шт;49;1 500 ₽;51%;—;735 ₽;720 ₽;3 675 ₽;92;5,0;Нет;Да
2025-03-18;2 шт;47;1 520 ₽;51%;—;745 ₽;720 ₽;1 568 ₽;92;5,0;Нет;Да
2025-03-17;0 шт;46;1 700 ₽;51%;—;833 ₽;816 ₽;0 ₽;91;5,0;Нет;Нет
2025-03-16;3 шт;46;1 700 ₽;42%;—;986 ₽;966 ₽;2 295 ₽;90;5,0;Нет;Да
2025-03-15;5 шт;47;1 700 ₽;51%;—;833 ₽;816 ₽;4 165 ₽;90;5,0;Нет;Нет
2025-03-14;5 шт;48;1 700 ₽;51%;—;833 ₽;816 ₽;4 165 ₽;89;5,0;Нет;Нет
2025-03-13;4 шт;51;1 700 ₽;51%;—;833 ₽;816 ₽;3 168 ₽;87;5,0;Нет;Нет
2025-03-12;4 шт;52;1 800 ₽;56%;—;813 ₽;0 ₽;3 438 ₽;87;5,0;Нет;Да
2025-03-11;0 шт;53;1 800 ₽;51%;—;882 ₽;864 ₽;0 ₽;87;5,0;Нет;Нет
2025-03-10;0 шт;51;1 800 ₽;51%;—;882 ₽;864 ₽;0 ₽;85;5,0;Нет;Нет
2025-03-09;0 шт;50;1 800 ₽;51%;—;882 ₽;864 ₽;0 ₽;85;5,0;Нет;Нет
2025-03-08;2 шт;49;1 800 ₽;51%;—;882 ₽;864 ₽;1 764 ₽;85;5,0;Нет;Нет
2025-03-07;7 шт;49;1 800 ₽;51%;—;882 ₽;864 ₽;6 174 ₽;84;5,0;Нет;Нет
2025-03-06;8 шт;51;1 900 ₽;51%;—;931 ₽;912 ₽;7 448 ₽;84;5,0;Нет;Нет
2025-03-05;8 шт;53;1 900 ₽;51%;—;931 ₽;912 ₽;7 448 ₽;83;5,0;Нет;Нет
2025-03-04;10 шт;56;1 710 ₽;51%;—;837 ₽;820 ₽;8 370 ₽;81;5,0;Нет;Нет
2025-03-03;13 шт;60;1 710 ₽;51%;—;837 ₽;820 ₽;10 881 ₽;81;5,0;Нет;Нет
2025-03-02;7 шт;69;1 710 ₽;51%;—;837 ₽;820 ₽;5 859 ₽;81;5,0;Нет;Нет
2025-03-01;7 шт;74;1 700 ₽;51%;—;833 ₽;816 ₽;5 831 ₽;78;5,0;Нет;Нет
2025-02-28;8 шт;76;1 700 ₽;51%;—;833 ₽;816 ₽;6 664 ₽;75;5,0;Нет;Нет
2025-02-27;10 шт;77;1 980 ₽;51%;—;970 ₽;950 ₽;9 700 ₽;72;5,0;Нет;Нет
2025-02-26;8 шт;79;1 820 ₽;51%;—;891 ₽;873 ₽;7 128 ₽;72;5,0;Нет;Нет
2025-02-25;6 шт;79;1 820 ₽;51%;—;891 ₽;873 ₽;5 346 ₽;72;5,0;Нет;Нет
2025-02-24;10 шт;82;1 820 ₽;51%;—;891 ₽;873 ₽;8 910 ₽;69;5,0;Нет;Нет
2025-02-23;14 шт;89;1 820 ₽;52%;—;873 ₽;855 ₽;12 222 ₽;68;5,0;Нет;Нет
2025-02-22;18 шт;100;1 820 ₽;52%;—;873 ₽;855 ₽;15 714 ₽;65;5,0;Нет;Нет
2025-02-21;17 шт;118;1 800 ₽;52%;—;855 ₽;837 ₽;14 535 ₽;64;5,0;Нет;Нет
2025-02-20;24 шт;131;1 750 ₽;52%;—;831 ₽;814 ₽;19 944 ₽;63;5,0;Нет;Нет
2025-02-19;7 шт;154;1 750 ₽;52%;—;831 ₽;814 ₽;5 817 ₽;61;5,0;Нет;Нет
2025-02-18;5 шт;156;1 900 ₽;52%;—;912 ₽;893 ₽;4 560 ₽;61;5,0;Нет;Нет
2025-02-17;19 шт;156;2 300 ₽;63%;—;847 ₽;830 ₽;16 093 ₽;61;5,0;Нет;Нет
2025-02-16;16 шт;174;2 300 ₽;63%;—;847 ₽;830 ₽;13 552 ₽;61;5,0;Нет;Нет
2025-02-15;7 шт;189;2 300 ₽;63%;—;847 ₽;830 ₽;5 929 ₽;61;5,0;Нет;Нет
2025-02-14;2 шт;194;2 300 ₽;63%;—;847 ₽;830 ₽;1 694 ₽;59;5,0;Нет;Нет
2025-02-13;14 шт;191;2 300 ₽;63%;—;847 ₽;830 ₽;11 858 ₽;57;5,0;Нет;Нет
2025-02-12;10 шт;204;2 300 ₽;63%;—;847 ₽;830 ₽;8 470 ₽;57;5,0;Нет;Нет
2025-02-11;10 шт;209;2 300 ₽;63%;—;847 ₽;830 ₽;8 470 ₽;57;5,0;Нет;Нет
2025-02-10;10 шт;216;2 300 ₽;63%;—;847 ₽;830 ₽;8 470 ₽;57;5,0;Нет;Нет
2025-02-09;10 шт;225;2 300 ₽;63%;—;847 ₽;830 ₽;8 470 ₽;57;5,0;Нет;Нет
2025-02-08;6 шт;234;2 300 ₽;63%;—;847 ₽;830 ₽;5 082 ₽;57;5,0;Нет;Нет
2025-02-07;5 шт;237;2 300 ₽;63%;—;847 ₽;830 ₽;4 235 ₽;57;5,0;Нет;Нет
2025-02-06;12 шт;239;2 400 ₽;63%;—;866 ₽;848 ₽;10 392 ₽;56;5,0;Нет;Нет
2025-02-05;20 шт;250;2 400 ₽;63%;—;866 ₽;848 ₽;17 320 ₽;53;5,0;Нет;Да
2025-02-04;10 шт;266;2 220 ₽;63%;—;801 ₽;784 ₽;8 010 ₽;52;5,0;Нет;Да
2025-02-03;16 шт;275;2 220 ₽;63%;—;801 ₽;784 ₽;12 816 ₽;52;5,0;Нет;Да
2025-02-02;10 шт;290;2 220 ₽;63%;—;801 ₽;784 ₽;8 010 ₽;51;5,0;Нет;Да
2025-02-01;7 шт;300;2 220 ₽;63%;—;801 ₽;784 ₽;5 607 ₽;51;5,0;Нет;Да
2025-01-31;6 шт;303;2 220 ₽;63%;—;801 ₽;784 ₽;4 806 ₽;51;5,0;Нет;Да
