Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-07-22;5 шт;114;2 585 ₽;23%;—;1 997 ₽;1 957 ₽;3 497 ₽;942;5,0;Да;Нет
2025-06-21;0 шт;0;2 585 ₽;24%;—;1 990 ₽;1 950 ₽;0 ₽;1 686;5,0;Нет;Нет
2025-07-15;7 шт;164;2 585 ₽;46%;—;1 411 ₽;1 382 ₽;4 555 ₽;928;5,0;Да;Нет
2025-03-17;0 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;0 ₽;1 506;5,0;Нет;Нет
2025-03-05;4 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;3 260 ₽;1 471;5,0;Нет;Да
2025-03-06;0 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;0 ₽;1 473;5,0;Нет;Нет
2025-03-07;0 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;0 ₽;1 480;5,0;Нет;Нет
2025-03-08;0 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;0 ₽;1 482;5,0;Нет;Нет
2025-03-09;0 шт;0;2 585 ₽;68%;—;815 ₽;798 ₽;0 ₽;1 485;5,0;Нет;Нет
2025-05-16;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 632;5,0;Нет;Нет
2025-05-17;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 632;5,0;Нет;Нет
2025-05-18;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 635;5,0;Нет;Нет
2025-05-19;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 635;5,0;Нет;Нет
2025-05-20;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 635;5,0;Нет;Нет
2025-05-21;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 640;5,0;Нет;Нет
2025-03-18;1 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;795 ₽;1 509;5,0;Нет;Нет
2025-05-22;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 644;5,0;Нет;Нет
2025-03-19;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 516;5,0;Нет;Нет
2025-05-23;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 646;5,0;Нет;Нет
2025-03-20;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 518;5,0;Нет;Нет
2025-05-24;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 647;5,0;Нет;Нет
2025-03-21;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 519;5,0;Нет;Нет
2025-05-25;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 647;5,0;Нет;Нет
2025-03-22;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 520;5,0;Нет;Нет
2025-05-26;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 650;5,0;Нет;Нет
2025-03-23;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 527;5,0;Нет;Нет
2025-05-27;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 653;5,0;Нет;Нет
2025-03-24;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 530;5,0;Нет;Нет
2025-05-28;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 654;5,0;Нет;Нет
2025-03-25;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 532;5,0;Нет;Нет
2025-05-29;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 657;5,0;Нет;Нет
2025-03-26;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 533;5,0;Нет;Нет
2025-05-30;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 659;5,0;Нет;Нет
2025-03-27;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 539;5,0;Нет;Нет
2025-05-31;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 659;5,0;Нет;Нет
2025-03-28;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 545;5,0;Нет;Нет
2025-06-01;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 662;5,0;Нет;Нет
2025-03-29;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 550;5,0;Нет;Нет
2025-06-02;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 663;5,0;Нет;Нет
2025-03-30;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 551;5,0;Нет;Нет
2025-06-03;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 663;5,0;Нет;Нет
2025-03-31;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 553;5,0;Нет;Нет
2025-06-04;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 663;5,0;Нет;Нет
2025-04-01;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 555;5,0;Нет;Нет
2025-06-05;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 663;5,0;Нет;Нет
2025-04-02;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 559;5,0;Нет;Нет
2025-06-06;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 666;5,0;Нет;Нет
2025-04-03;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 560;5,0;Нет;Нет
2025-06-07;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 666;5,0;Нет;Нет
2025-04-04;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 565;5,0;Нет;Нет
2025-06-08;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 668;5,0;Нет;Нет
2025-04-05;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 567;5,0;Нет;Нет
2025-06-09;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 668;5,0;Нет;Нет
2025-04-06;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 568;5,0;Нет;Нет
2025-06-10;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 668;5,0;Нет;Нет
2025-04-07;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 573;5,0;Нет;Нет
2025-06-11;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 669;5,0;Нет;Нет
2025-04-08;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 573;5,0;Нет;Нет
2025-06-12;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 673;5,0;Нет;Нет
2025-04-09;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 579;5,0;Нет;Нет
2025-06-13;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 674;5,0;Нет;Нет
2025-04-10;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 581;5,0;Нет;Нет
2025-06-14;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 674;5,0;Нет;Нет
2025-04-11;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 585;5,0;Нет;Нет
2025-06-15;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 678;5,0;Нет;Нет
2025-04-12;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 586;5,0;Нет;Нет
2025-06-16;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 680;5,0;Нет;Нет
2025-04-13;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 590;5,0;Нет;Нет
2025-06-17;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 681;5,0;Нет;Нет
2025-04-14;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 591;5,0;Нет;Нет
2025-06-18;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 682;5,0;Нет;Нет
2025-04-15;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 594;5,0;Нет;Нет
2025-04-16;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 594;5,0;Нет;Нет
2025-04-17;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 595;5,0;Нет;Нет
2025-04-18;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 598;5,0;Нет;Нет
2025-04-19;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 601;5,0;Нет;Нет
2025-04-20;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 602;5,0;Нет;Нет
2025-04-21;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 603;5,0;Нет;Нет
2025-04-22;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 604;5,0;Нет;Нет
2025-04-23;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 604;5,0;Нет;Нет
2025-04-24;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 604;5,0;Нет;Нет
2025-04-25;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 606;5,0;Нет;Нет
2025-04-26;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 608;5,0;Нет;Нет
2025-04-27;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 610;5,0;Нет;Нет
2025-04-28;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 613;5,0;Нет;Нет
2025-04-29;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 614;5,0;Нет;Нет
2025-04-30;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 614;5,0;Нет;Нет
2025-05-01;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 617;5,0;Нет;Нет
2025-05-02;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 619;5,0;Нет;Нет
2025-05-03;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 621;5,0;Нет;Нет
2025-05-04;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 622;5,0;Нет;Нет
2025-05-05;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 624;5,0;Нет;Нет
2025-05-06;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 619;5,0;Нет;Нет
2025-03-03;2 шт;8;2 585 ₽;70%;—;772 ₽;756 ₽;1 544 ₽;1 462;5,0;Нет;Да
2025-05-07;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 621;5,0;Нет;Нет
2025-03-04;4 шт;4;2 585 ₽;70%;—;772 ₽;756 ₽;3 088 ₽;1 467;5,0;Нет;Да
2025-05-08;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 623;5,0;Нет;Нет
2025-05-09;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 624;5,0;Нет;Нет
2025-05-10;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 626;5,0;Нет;Нет
2025-05-11;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 628;5,0;Нет;Нет
2025-05-12;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 630;5,0;Нет;Нет
2025-05-13;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 631;5,0;Нет;Нет
2025-05-14;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 631;5,0;Нет;Нет
2025-05-15;0 шт;0;2 585 ₽;70%;—;795 ₽;779 ₽;0 ₽;1 631;5,0;Нет;Нет
2025-02-06;0 шт;0;2 585 ₽;71%;—;747 ₽;732 ₽;0 ₽;1 335;5,0;Нет;Нет
2025-02-07;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 341;5,0;Нет;Нет
2025-02-08;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 351;5,0;Нет;Нет
2025-02-09;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 353;5,0;Нет;Нет
2025-02-10;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 363;5,0;Нет;Нет
2025-02-11;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 369;5,0;Нет;Нет
2025-02-12;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 375;5,0;Нет;Нет
2025-02-13;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 381;5,0;Нет;Нет
2025-02-14;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 386;5,0;Нет;Нет
2025-02-15;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 390;5,0;Нет;Нет
2025-02-16;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 396;5,0;Нет;Нет
2025-02-17;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 405;5,0;Нет;Нет
2025-02-18;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 410;5,0;Нет;Нет
2025-02-19;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 414;5,0;Нет;Нет
2025-02-20;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 421;5,0;Нет;Нет
2025-02-21;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 427;5,0;Нет;Нет
2025-02-22;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 434;5,0;Нет;Нет
2025-02-23;0 шт;0;2 585 ₽;71%;—;738 ₽;723 ₽;0 ₽;1 438;5,0;Нет;Нет
2025-02-24;0 шт;0;2 585 ₽;71%;—;729 ₽;714 ₽;0 ₽;1 440;5,0;Нет;Нет
2025-02-25;4 шт;31;2 585 ₽;71%;—;729 ₽;714 ₽;2 916 ₽;1 442;5,0;Нет;Да
2025-02-26;2 шт;29;2 585 ₽;71%;—;729 ₽;714 ₽;1 458 ₽;1 446;5,0;Нет;Да
2025-02-28;4 шт;23;2 585 ₽;71%;—;729 ₽;714 ₽;2 916 ₽;1 449;5,0;Нет;Да
2025-03-01;7 шт;16;2 585 ₽;71%;—;729 ₽;714 ₽;5 103 ₽;1 456;5,0;Нет;Да
2025-03-02;6 шт;10;2 585 ₽;71%;—;729 ₽;714 ₽;4 374 ₽;1 457;5,0;Нет;Да
2024-10-04;22 шт;333;2 037 ₽;72%;—;554 ₽;0 ₽;12 188 ₽;278;5,0;Нет;Да
2024-10-05;7 шт;326;2 037 ₽;72%;—;554 ₽;0 ₽;3 878 ₽;278;5,0;Нет;Нет
2024-10-06;9 шт;317;2 037 ₽;72%;—;554 ₽;0 ₽;4 986 ₽;278;5,0;Нет;Нет
2024-10-09;10 шт;590;2 105 ₽;72%;—;572 ₽;0 ₽;5 720 ₽;278;5,0;Нет;Нет
2025-02-27;2 шт;27;2 585 ₽;72%;—;720 ₽;705 ₽;1 440 ₽;1 448;5,0;Нет;Да
2024-10-10;6 шт;584;2 105 ₽;73%;—;565 ₽;0 ₽;3 390 ₽;278;5,0;Нет;Нет
2024-10-25;12 шт;659;2 220 ₽;73%;—;578 ₽;560 ₽;6 936 ₽;342;5,0;Нет;Нет
2024-10-26;7 шт;652;2 220 ₽;73%;—;578 ₽;560 ₽;4 046 ₽;342;5,0;Нет;Нет
2024-10-27;13 шт;639;2 220 ₽;73%;—;578 ₽;560 ₽;7 514 ₽;342;5,0;Нет;Нет
2024-11-05;13 шт;518;2 294 ₽;74%;—;578 ₽;560 ₽;7 514 ₽;416;5,0;Нет;Нет
2025-07-20;11 шт;123;2 585 ₽;74%;—;678 ₽;664 ₽;7 466 ₽;938;5,0;Да;Нет
2024-11-06;14 шт;504;2 294 ₽;74%;—;584 ₽;566 ₽;8 176 ₽;429;5,0;Нет;Нет
2025-07-21;4 шт;119;2 585 ₽;74%;—;694 ₽;680 ₽;2 712 ₽;939;5,0;Да;Нет
2024-11-08;17 шт;474;2 294 ₽;74%;—;578 ₽;560 ₽;9 826 ₽;443;5,0;Нет;Нет
2025-07-23;7 шт;107;2 585 ₽;74%;—;686 ₽;672 ₽;4 850 ₽;943;5,0;Да;Нет
2024-11-09;9 шт;681;2 294 ₽;74%;—;578 ₽;560 ₽;5 202 ₽;443;5,0;Нет;Нет
2024-11-10;10 шт;671;2 294 ₽;74%;—;578 ₽;560 ₽;5 780 ₽;450;5,0;Нет;Нет
2025-01-18;19 шт;393;2 385 ₽;74%;—;608 ₽;595 ₽;11 552 ₽;1 161;5,0;Нет;Нет
2025-01-19;53 шт;340;2 385 ₽;74%;—;608 ₽;595 ₽;32 224 ₽;1 166;5,0;Нет;Нет
2025-01-20;44 шт;296;2 485 ₽;74%;—;633 ₽;620 ₽;27 852 ₽;1 174;5,0;Нет;Нет
2025-01-21;51 шт;239;2 485 ₽;74%;—;633 ₽;620 ₽;32 283 ₽;1 184;5,0;Нет;Нет
2025-01-22;54 шт;185;2 485 ₽;74%;—;633 ₽;633 ₽;34 182 ₽;1 192;5,0;Нет;Нет
2025-01-23;39 шт;146;2 585 ₽;74%;—;651 ₽;637 ₽;25 389 ₽;1 201;5,0;Нет;Нет
2025-01-24;35 шт;111;2 585 ₽;74%;—;659 ₽;645 ₽;23 065 ₽;1 208;5,0;Нет;Нет
2024-09-18;31 шт;614;2 037 ₽;74%;—;513 ₽;0 ₽;15 903 ₽;229;5,0;Нет;Да
2024-09-19;10 шт;604;2 037 ₽;74%;—;513 ₽;0 ₽;5 130 ₽;233;5,0;Нет;Нет
2024-11-23;0 шт;0;2 345 ₽;74%;—;604 ₽;585 ₽;0 ₽;565;5,0;Нет;Нет
2024-11-24;0 шт;0;2 345 ₽;74%;—;604 ₽;585 ₽;0 ₽;573;5,0;Нет;Нет
2025-01-29;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 252;5,0;Нет;Нет
2024-09-23;19 шт;505;2 037 ₽;74%;—;513 ₽;0 ₽;9 747 ₽;250;5,0;Нет;Нет
2025-01-30;0 шт;0;2 585 ₽;74%;—;651 ₽;637 ₽;0 ₽;1 269;5,0;Нет;Нет
2024-09-24;18 шт;487;2 037 ₽;74%;—;513 ₽;0 ₽;9 234 ₽;255;5,0;Нет;Нет
2025-01-31;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 287;5,0;Нет;Нет
2024-11-28;15 шт;0;2 345 ₽;74%;—;604 ₽;604 ₽;9 060 ₽;599;5,0;Нет;Нет
2024-09-25;16 шт;471;2 037 ₽;74%;—;513 ₽;0 ₽;8 208 ₽;255;5,0;Нет;Нет
2025-02-01;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 299;5,0;Нет;Нет
2024-11-29;0 шт;0;2 345 ₽;74%;—;604 ₽;604 ₽;0 ₽;607;5,0;Нет;Нет
2024-09-26;14 шт;457;2 037 ₽;74%;—;525 ₽;0 ₽;7 350 ₽;264;5,0;Нет;Нет
2025-02-02;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 310;5,0;Нет;Нет
2024-11-30;0 шт;0;2 345 ₽;74%;—;604 ₽;604 ₽;0 ₽;622;5,0;Нет;Нет
2024-09-27;9 шт;448;2 037 ₽;74%;—;525 ₽;0 ₽;4 725 ₽;267;5,0;Нет;Нет
2025-02-03;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 322;5,0;Нет;Нет
2024-12-01;2 шт;538;2 345 ₽;74%;—;604 ₽;604 ₽;1 208 ₽;629;5,0;Нет;Нет
2024-09-28;12 шт;436;2 037 ₽;74%;—;525 ₽;0 ₽;6 300 ₽;269;5,0;Нет;Нет
2025-02-04;0 шт;0;2 585 ₽;74%;—;659 ₽;645 ₽;0 ₽;1 327;5,0;Нет;Нет
2024-09-29;17 шт;419;2 037 ₽;74%;—;513 ₽;0 ₽;8 721 ₽;270;5,0;Нет;Нет
2025-02-05;0 шт;0;2 585 ₽;74%;—;651 ₽;637 ₽;0 ₽;1 332;5,0;Нет;Нет
2024-09-30;11 шт;409;2 037 ₽;74%;—;513 ₽;0 ₽;5 643 ₽;274;5,0;Нет;Нет
2024-10-01;17 шт;392;2 037 ₽;74%;—;519 ₽;0 ₽;8 823 ₽;278;5,0;Нет;Нет
2024-10-02;14 шт;378;2 037 ₽;74%;—;519 ₽;0 ₽;7 266 ₽;278;5,0;Нет;Нет
2024-10-07;29 шт;288;2 037 ₽;74%;—;519 ₽;0 ₽;15 051 ₽;278;5,0;Да;Да
2024-10-08;12 шт;276;2 105 ₽;74%;—;536 ₽;0 ₽;6 432 ₽;278;5,0;Нет;Нет
2024-12-13;39 шт;647;2 345 ₽;74%;—;590 ₽;578 ₽;23 010 ₽;739;5,0;Нет;Нет
2024-12-14;84 шт;563;2 345 ₽;74%;—;590 ₽;578 ₽;49 560 ₽;751;5,0;Нет;Да
2024-12-15;47 шт;570;2 345 ₽;74%;—;590 ₽;578 ₽;27 730 ₽;761;5,0;Нет;Нет
2024-12-16;64 шт;877;2 345 ₽;74%;—;590 ₽;578 ₽;37 760 ₽;773;5,0;Нет;Нет
2024-10-14;12 шт;716;2 105 ₽;74%;—;536 ₽;0 ₽;6 432 ₽;327;5,0;Нет;Да
2024-12-18;80 шт;710;2 345 ₽;74%;—;590 ₽;578 ₽;47 200 ₽;796;5,0;Нет;Нет
2024-10-15;13 шт;703;2 180 ₽;74%;—;549 ₽;532 ₽;7 137 ₽;329;5,0;Нет;Нет
2024-12-19;90 шт;620;2 345 ₽;74%;—;590 ₽;578 ₽;53 100 ₽;798;5,0;Нет;Нет
2024-10-16;9 шт;694;2 180 ₽;74%;—;549 ₽;532 ₽;4 941 ₽;334;5,0;Нет;Нет
2024-12-20;75 шт;545;2 345 ₽;74%;—;590 ₽;578 ₽;44 250 ₽;819;5,0;Нет;Нет
2024-10-17;12 шт;682;2 180 ₽;74%;—;555 ₽;538 ₽;6 660 ₽;340;5,0;Нет;Нет
2025-09-03;15 шт;528;2 713 ₽;74%;—;708 ₽;693 ₽;10 708 ₽;1 015;5,0;Да;Да
2024-12-21;106 шт;439;2 345 ₽;74%;—;590 ₽;578 ₽;62 540 ₽;835;5,0;Нет;Да
2024-10-18;15 шт;667;2 180 ₽;74%;—;555 ₽;538 ₽;8 325 ₽;349;5,0;Нет;Нет
2024-12-22;104 шт;335;2 345 ₽;74%;—;597 ₽;585 ₽;62 088 ₽;850;5,0;Нет;Нет
2024-10-19;9 шт;658;2 180 ₽;74%;—;549 ₽;532 ₽;4 941 ₽;350;5,0;Нет;Нет
2024-12-23;78 шт;543;2 385 ₽;74%;—;608 ₽;595 ₽;47 424 ₽;853;5,0;Нет;Нет
2024-10-20;9 шт;649;2 180 ₽;74%;—;555 ₽;538 ₽;4 995 ₽;357;5,0;Нет;Нет
2024-12-24;66 шт;477;2 385 ₽;74%;—;608 ₽;595 ₽;40 128 ₽;867;5,0;Нет;Нет
2024-10-21;20 шт;629;2 210 ₽;74%;—;563 ₽;546 ₽;11 260 ₽;363;5,0;Нет;Нет
2024-12-25;73 шт;404;2 385 ₽;74%;—;608 ₽;595 ₽;44 384 ₽;867;5,0;Нет;Нет
2024-10-22;11 шт;618;2 220 ₽;74%;—;566 ₽;549 ₽;6 226 ₽;342;5,0;Нет;Нет
2024-10-23;10 шт;680;2 220 ₽;74%;—;559 ₽;542 ₽;5 590 ₽;342;5,0;Нет;Нет
2024-12-27;45 шт;274;2 385 ₽;74%;—;608 ₽;595 ₽;27 360 ₽;900;5,0;Нет;Нет
2024-10-24;9 шт;671;2 220 ₽;74%;—;559 ₽;542 ₽;5 031 ₽;342;5,0;Нет;Нет
2024-12-28;41 шт;233;2 385 ₽;74%;—;608 ₽;595 ₽;24 928 ₽;926;5,0;Нет;Нет
2024-12-29;46 шт;187;2 385 ₽;74%;—;608 ₽;595 ₽;27 968 ₽;931;5,0;Нет;Нет
2024-12-30;41 шт;146;2 385 ₽;74%;—;608 ₽;595 ₽;24 928 ₽;956;5,0;Нет;Нет
