Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-06-29;50 шт;137;2 200 ₽;63%;—;819 ₽;802 ₽;38 541 ₽;636;5,0;Да;Да
2025-06-28;68 шт;140;2 200 ₽;64%;—;803 ₽;883 ₽;54 637 ₽;629;5,0;Да;Да
2025-06-27;55 шт;144;2 200 ₽;60%;—;891 ₽;873 ₽;43 857 ₽;616;5,0;Да;Да
2025-06-26;49 шт;135;2 200 ₽;61%;—;869 ₽;851 ₽;40 964 ₽;606;5,0;Да;Да
2025-06-25;51 шт;138;2 200 ₽;61%;—;869 ₽;851 ₽;43 340 ₽;598;5,0;Да;Да
2025-06-24;54 шт;138;2 200 ₽;64%;—;803 ₽;786 ₽;44 176 ₽;1 009;5,0;Да;Да
2025-06-23;56 шт;134;2 200 ₽;62%;—;847 ₽;830 ₽;45 881 ₽;992;5,0;Да;Да
2025-06-22;52 шт;137;2 200 ₽;63%;—;814 ₽;797 ₽;42 779 ₽;982;5,0;Да;Да
2025-06-21;58 шт;137;2 200 ₽;65%;—;781 ₽;765 ₽;45 650 ₽;969;5,0;Да;Да
2025-06-20;63 шт;137;2 200 ₽;64%;—;803 ₽;786 ₽;48 620 ₽;957;5,0;Да;Да
2025-06-19;69 шт;137;2 200 ₽;63%;—;814 ₽;797 ₽;52 591 ₽;939;5,0;Да;Нет
2025-06-18;70 шт;143;2 200 ₽;67%;—;737 ₽;722 ₽;53 185 ₽;929;5,0;Да;Да
2025-06-17;52 шт;144;2 200 ₽;66%;—;748 ₽;733 ₽;39 743 ₽;915;5,0;Да;Да
2025-06-16;46 шт;146;2 200 ₽;66%;—;748 ₽;733 ₽;35 101 ₽;900;5,0;Да;Да
2025-06-15;38 шт;149;2 200 ₽;67%;—;737 ₽;722 ₽;28 567 ₽;885;5,0;Да;Да
2025-06-14;40 шт;152;2 200 ₽;67%;—;726 ₽;711 ₽;29 590 ₽;872;5,0;Да;Да
2025-06-13;34 шт;149;2 200 ₽;68%;—;715 ₽;700 ₽;25 531 ₽;858;5,0;Да;Да
2025-06-12;44 шт;152;2 200 ₽;65%;—;770 ₽;754 ₽;32 666 ₽;847;5,0;Да;Да
2025-06-11;40 шт;159;2 200 ₽;69%;—;688 ₽;674 ₽;28 370 ₽;833;5,0;Да;Да
2025-06-10;23 шт;163;2 200 ₽;69%;—;688 ₽;674 ₽;16 384 ₽;821;5,0;Да;Да
2025-06-09;32 шт;170;2 200 ₽;69%;—;688 ₽;674 ₽;23 146 ₽;815;5,0;Да;Да
2025-06-08;29 шт;172;2 200 ₽;69%;—;698 ₽;684 ₽;21 102 ₽;802;5,0;Да;Да
2025-06-07;37 шт;177;2 200 ₽;69%;—;698 ₽;684 ₽;26 836 ₽;790;5,0;Да;Да
2025-06-06;64 шт;183;2 200 ₽;70%;—;678 ₽;664 ₽;45 132 ₽;778;5,0;Да;Да
2025-06-05;59 шт;224;2 200 ₽;68%;—;708 ₽;693 ₽;43 364 ₽;768;5,0;Да;Да
2025-06-04;68 шт;252;2 200 ₽;65%;—;770 ₽;754 ₽;53 449 ₽;763;5,0;Да;Нет
2025-06-03;63 шт;297;2 200 ₽;65%;—;781 ₽;765 ₽;50 083 ₽;736;5,0;Да;Нет
2025-06-02;51 шт;333;2 200 ₽;66%;—;759 ₽;743 ₽;39 028 ₽;735;5,0;Да;Нет
2025-06-01;78 шт;368;2 200 ₽;67%;—;737 ₽;722 ₽;59 158 ₽;729;5,0;Да;Нет
2025-05-31;63 шт;441;2 200 ₽;66%;—;748 ₽;733 ₽;48 345 ₽;722;5,0;Да;Нет
2025-05-30;61 шт;499;2 200 ₽;66%;—;759 ₽;743 ₽;46 805 ₽;714;5,0;Да;Нет
2025-05-29;27 шт;276;2 200 ₽;65%;—;770 ₽;754 ₽;21 456 ₽;704;5,0;Да;Нет
2025-05-28;27 шт;284;2 200 ₽;65%;—;782 ₽;766 ₽;21 730 ₽;700;5,0;Да;Да
2025-05-27;37 шт;299;2 200 ₽;65%;—;782 ₽;766 ₽;29 429 ₽;699;5,0;Да;Да
2025-05-26;36 шт;324;2 200 ₽;67%;—;727 ₽;712 ₽;26 329 ₽;688;5,0;Да;Да
2025-05-25;40 шт;338;2 200 ₽;70%;—;660 ₽;646 ₽;27 501 ₽;676;5,0;Нет;Да
2025-05-24;33 шт;359;2 200 ₽;70%;—;660 ₽;646 ₽;22 488 ₽;668;5,0;Нет;Да
2025-05-23;20 шт;238;2 200 ₽;70%;—;660 ₽;646 ₽;13 589 ₽;662;5,0;Нет;Да
2025-05-22;19 шт;243;2 200 ₽;70%;—;660 ₽;646 ₽;13 287 ₽;661;5,0;Нет;Да
2025-05-21;15 шт;243;2 200 ₽;70%;—;660 ₽;646 ₽;10 356 ₽;655;5,0;Нет;Да
2025-05-20;51 шт;246;2 200 ₽;69%;—;699 ₽;685 ₽;36 511 ₽;640;5,0;Да;Да
2025-05-19;92 шт;283;2 200 ₽;68%;—;706 ₽;691 ₽;69 612 ₽;640;5,0;Да;Да
2025-05-18;130 шт;367;2 200 ₽;65%;—;774 ₽;758 ₽;101 525 ₽;634;5,0;Да;Да
2025-05-17;31 шт;487;2 200 ₽;66%;—;755 ₽;739 ₽;24 206 ₽;633;5,0;Да;Нет
2025-05-16;25 шт;266;2 200 ₽;70%;—;667 ₽;653 ₽;17 427 ₽;626;5,0;Нет;Да
2025-05-15;31 шт;277;2 200 ₽;71%;—;658 ₽;644 ₽;21 236 ₽;621;5,0;Нет;Да
2025-05-14;22 шт;297;2 200 ₽;70%;—;677 ₽;663 ₽;15 293 ₽;613;5,0;Нет;Да
2025-05-13;29 шт;307;2 200 ₽;69%;—;696 ₽;682 ₽;20 547 ₽;611;5,0;Нет;Да
2025-05-12;29 шт;317;2 200 ₽;70%;—;667 ₽;653 ₽;19 153 ₽;607;5,0;Нет;Да
2025-05-11;18 шт;323;2 200 ₽;65%;—;781 ₽;765 ₽;14 443 ₽;604;5,0;Нет;Нет
2025-05-10;13 шт;321;2 200 ₽;66%;—;759 ₽;743 ₽;10 230 ₽;599;5,0;Нет;Нет
2025-05-09;24 шт;314;2 200 ₽;65%;—;770 ₽;754 ₽;19 008 ₽;597;5,0;Нет;Нет
2025-05-08;28 шт;314;2 200 ₽;64%;—;792 ₽;776 ₽;22 704 ₽;594;5,0;Нет;Нет
2025-05-07;27 шт;325;2 200 ₽;65%;—;781 ₽;765 ₽;21 769 ₽;588;5,0;Нет;Нет
2025-05-06;15 шт;327;2 200 ₽;64%;—;792 ₽;776 ₽;12 243 ₽;583;5,0;Нет;Нет
2025-05-05;20 шт;315;2 200 ₽;64%;—;792 ₽;776 ₽;16 368 ₽;579;5,0;Нет;Нет
2025-05-04;30 шт;306;2 200 ₽;64%;—;803 ₽;786 ₽;24 563 ₽;572;5,0;Нет;Нет
2025-05-03;16 шт;312;2 200 ₽;64%;—;792 ₽;776 ₽;13 178 ₽;564;5,0;Нет;Нет
2025-05-02;32 шт;302;2 200 ₽;64%;—;803 ₽;786 ₽;24 823 ₽;555;5,0;Нет;Да
2025-05-01;43 шт;304;2 200 ₽;67%;—;726 ₽;711 ₽;31 539 ₽;548;5,0;Нет;Да
2025-04-30;31 шт;331;2 200 ₽;67%;—;726 ₽;711 ₽;22 647 ₽;546;5,0;Нет;Да
2025-04-29;94 шт;345;2 200 ₽;67%;—;726 ₽;711 ₽;69 473 ₽;540;5,0;Да;Да
2025-04-28;86 шт;417;2 200 ₽;67%;—;735 ₽;720 ₽;64 060 ₽;533;5,0;Да;Да
2025-04-27;54 шт;485;2 200 ₽;66%;—;764 ₽;748 ₽;41 085 ₽;528;5,0;Нет;Да
2025-04-26;28 шт;426;2 200 ₽;66%;—;764 ₽;748 ₽;21 194 ₽;524;5,0;Нет;Да
2025-04-25;22 шт;306;2 200 ₽;66%;—;764 ₽;748 ₽;16 567 ₽;519;5,0;Нет;Да
2025-04-24;24 шт;310;2 200 ₽;67%;—;745 ₽;730 ₽;17 830 ₽;515;5,0;Нет;Да
2025-04-23;29 шт;316;2 200 ₽;66%;—;755 ₽;739 ₽;21 895 ₽;505;5,0;Нет;Нет
2025-04-22;49 шт;322;2 200 ₽;66%;—;755 ₽;739 ₽;36 995 ₽;504;5,0;Нет;Да
2025-04-21;86 шт;351;2 200 ₽;66%;—;755 ₽;739 ₽;64 930 ₽;497;5,0;Нет;Да
2025-04-20;60 шт;424;2 200 ₽;67%;—;745 ₽;730 ₽;44 840 ₽;488;5,0;Нет;Да
2025-04-19;51 шт;353;2 200 ₽;67%;—;745 ₽;730 ₽;38 205 ₽;481;5,0;Нет;Да
2025-04-18;35 шт;373;2 200 ₽;66%;—;755 ₽;739 ₽;26 325 ₽;473;5,0;Нет;Да
2025-04-17;37 шт;382;2 200 ₽;66%;—;755 ₽;739 ₽;27 695 ₽;468;5,0;Нет;Да
2025-04-16;39 шт;393;2 200 ₽;66%;—;755 ₽;739 ₽;29 295 ₽;458;5,0;Нет;Да
2025-04-15;44 шт;403;2 200 ₽;61%;—;858 ₽;840 ₽;37 180 ₽;450;5,0;Да;Да
2025-04-14;50 шт;416;2 200 ₽;61%;—;858 ₽;840 ₽;42 218 ₽;444;5,0;Да;Нет
2025-04-13;38 шт;428;2 200 ₽;61%;—;858 ₽;840 ₽;28 682 ₽;429;5,0;Да;Да
2025-04-12;96 шт;447;2 200 ₽;66%;—;755 ₽;739 ₽;71 390 ₽;420;5,0;Да;Да
2025-04-11;78 шт;512;2 200 ₽;66%;—;755 ₽;739 ₽;57 236 ₽;414;5,0;Да;Да
2025-04-10;85 шт;567;2 200 ₽;66%;—;755 ₽;739 ₽;62 646 ₽;404;5,0;Да;Да
2025-04-09;77 шт;620;2 200 ₽;65%;—;772 ₽;756 ₽;58 164 ₽;398;5,0;Да;Да
2025-04-08;63 шт;592;2 200 ₽;65%;—;772 ₽;756 ₽;47 866 ₽;392;5,0;Да;Да
2025-04-07;58 шт;516;2 200 ₽;65%;—;772 ₽;756 ₽;43 816 ₽;385;5,0;Да;Да
2025-04-06;53 шт;525;2 200 ₽;65%;—;772 ₽;756 ₽;40 236 ₽;380;5,0;Да;Да
2025-04-05;44 шт;550;2 200 ₽;65%;—;772 ₽;756 ₽;33 438 ₽;373;5,0;Да;Да
2025-04-04;61 шт;568;2 200 ₽;65%;—;772 ₽;756 ₽;46 362 ₽;368;5,0;Да;Да
2025-04-03;71 шт;598;2 200 ₽;65%;—;772 ₽;756 ₽;53 632 ₽;358;5,0;Да;Нет
2025-04-02;65 шт;626;2 200 ₽;65%;—;772 ₽;756 ₽;49 250 ₽;358;5,0;Да;Да
2025-04-01;92 шт;654;2 200 ₽;66%;—;752 ₽;736 ₽;69 224 ₽;347;5,0;Да;Да
2025-03-31;77 шт;705;2 200 ₽;66%;—;762 ₽;746 ₽;58 184 ₽;339;5,0;Да;Да
2025-03-30;64 шт;736;2 200 ₽;66%;—;762 ₽;746 ₽;45 852 ₽;332;5,0;Да;Да
2025-03-29;69 шт;538;2 200 ₽;65%;—;772 ₽;756 ₽;52 408 ₽;323;5,0;Да;Да
2025-03-28;62 шт;568;2 200 ₽;65%;—;772 ₽;756 ₽;46 674 ₽;319;5,0;Да;Да
2025-03-27;81 шт;602;2 200 ₽;65%;—;772 ₽;756 ₽;61 122 ₽;309;5,0;Да;Нет
2025-03-26;81 шт;649;2 200 ₽;65%;—;772 ₽;756 ₽;61 632 ₽;305;5,0;Да;Нет
2025-03-25;69 шт;695;2 200 ₽;65%;—;772 ₽;756 ₽;52 218 ₽;298;5,0;Да;Нет
2025-03-24;76 шт;715;2 200 ₽;65%;—;772 ₽;756 ₽;58 012 ₽;287;5,0;Да;Нет
2025-03-23;87 шт;759;2 200 ₽;65%;—;772 ₽;756 ₽;64 567 ₽;279;5,0;Да;Да
2025-03-22;93 шт;793;2 200 ₽;69%;—;703 ₽;688 ₽;64 947 ₽;270;5,0;Нет;Да
2025-03-21;54 шт;420;2 200 ₽;68%;—;720 ₽;705 ₽;38 376 ₽;264;5,0;Нет;Да
2025-03-20;63 шт;432;2 200 ₽;68%;—;720 ₽;705 ₽;45 265 ₽;254;5,0;Да;Да
2025-03-19;64 шт;461;2 200 ₽;68%;—;720 ₽;705 ₽;45 414 ₽;245;5,0;Да;Да
2025-03-18;100 шт;488;2 200 ₽;68%;—;720 ₽;705 ₽;70 929 ₽;236;5,0;Да;Да
2025-03-17;128 шт;572;2 200 ₽;68%;—;720 ₽;705 ₽;91 368 ₽;234;5,0;Да;Да
2025-03-16;131 шт;665;2 200 ₽;68%;—;720 ₽;705 ₽;94 320 ₽;221;5,0;Да;Да
2025-03-15;106 шт;770;2 200 ₽;67%;—;737 ₽;722 ₽;77 573 ₽;216;5,0;Да;Да
2025-03-14;81 шт;744;2 200 ₽;67%;—;737 ₽;722 ₽;58 943 ₽;208;5,0;Да;Да
2025-03-13;79 шт;608;2 200 ₽;67%;—;737 ₽;722 ₽;57 404 ₽;202;5,0;Да;Да
2025-03-12;86 шт;597;2 200 ₽;67%;—;728 ₽;0 ₽;62 038 ₽;198;5,0;Да;Да
2025-03-11;59 шт;431;2 200 ₽;66%;—;745 ₽;730 ₽;43 955 ₽;193;5,0;Да;Да
2025-03-10;82 шт;691;2 200 ₽;66%;—;745 ₽;730 ₽;61 090 ₽;186;5,0;Да;Да
2025-03-09;84 шт;764;2 200 ₽;66%;—;745 ₽;730 ₽;62 580 ₽;181;5,0;Да;Да
2025-03-08;48 шт;847;2 200 ₽;65%;—;762 ₽;746 ₽;36 576 ₽;175;5,0;Да;Да
2025-03-07;52 шт;890;2 200 ₽;65%;—;762 ₽;746 ₽;39 624 ₽;173;5,0;Да;Да
2025-03-06;50 шт;939;2 200 ₽;65%;—;762 ₽;746 ₽;38 100 ₽;171;5,0;Да;Да
2025-03-05;32 шт;491;2 200 ₽;65%;—;762 ₽;746 ₽;24 384 ₽;162;5,0;Нет;Да
2025-03-04;56 шт;515;2 200 ₽;65%;—;762 ₽;746 ₽;42 672 ₽;159;5,0;Да;Да
2025-03-03;44 шт;573;2 200 ₽;65%;—;762 ₽;746 ₽;33 528 ₽;156;5,0;Да;Да
2025-03-02;21 шт;618;2 200 ₽;65%;—;762 ₽;746 ₽;16 002 ₽;154;5,0;Да;Да
2025-03-01;18 шт;285;2 200 ₽;65%;—;762 ₽;746 ₽;13 716 ₽;152;5,0;Нет;Да
2025-02-28;20 шт;294;2 200 ₽;65%;—;762 ₽;746 ₽;15 240 ₽;149;5,0;Нет;Да
2025-02-27;32 шт;304;2 200 ₽;65%;—;752 ₽;736 ₽;24 064 ₽;147;5,0;Нет;Да
2025-02-26;29 шт;330;2 200 ₽;61%;—;847 ₽;830 ₽;24 563 ₽;142;5,0;Да;Нет
2025-02-25;18 шт;346;2 200 ₽;61%;—;847 ₽;830 ₽;15 246 ₽;140;5,0;Да;Нет
2025-02-24;30 шт;276;2 200 ₽;61%;—;847 ₽;830 ₽;25 410 ₽;137;5,0;Да;Нет
2025-02-23;30 шт;295;2 200 ₽;61%;—;847 ₽;830 ₽;25 410 ₽;132;5,0;Да;Нет
2025-02-22;21 шт;325;2 200 ₽;61%;—;847 ₽;830 ₽;17 787 ₽;130;5,0;Да;Нет
2025-02-21;20 шт;437;2 200 ₽;61%;—;847 ₽;830 ₽;16 940 ₽;128;5,0;Нет;Нет
2025-02-20;27 шт;451;2 200 ₽;61%;—;847 ₽;830 ₽;22 869 ₽;125;5,0;Да;Нет
2025-02-19;39 шт;474;2 200 ₽;62%;—;836 ₽;819 ₽;32 604 ₽;124;5,0;Да;Нет
2025-02-18;15 шт;513;2 200 ₽;63%;—;814 ₽;797 ₽;12 210 ₽;121;5,0;Да;Нет
2025-02-17;0 шт;528;2 200 ₽;63%;—;803 ₽;786 ₽;0 ₽;121;5,0;Да;Нет
2025-02-16;0 шт;539;2 200 ₽;63%;—;803 ₽;786 ₽;0 ₽;117;5,0;Да;Нет
2025-02-15;0 шт;420;2 200 ₽;62%;—;825 ₽;808 ₽;0 ₽;114;5,0;Да;Нет
2025-02-14;0 шт;568;2 200 ₽;63%;—;803 ₽;786 ₽;0 ₽;112;5,0;Да;Нет
2025-02-13;0 шт;586;2 200 ₽;63%;—;803 ₽;786 ₽;0 ₽;109;5,0;Да;Нет
2025-02-12;0 шт;575;2 200 ₽;63%;—;814 ₽;797 ₽;0 ₽;107;5,0;Да;Нет
2025-02-11;0 шт;360;2 200 ₽;63%;—;814 ₽;797 ₽;0 ₽;105;5,0;Да;Нет
2025-02-10;0 шт;625;2 200 ₽;63%;—;814 ₽;797 ₽;0 ₽;104;5,0;Да;Нет
2025-02-09;0 шт;250;2 200 ₽;63%;—;814 ₽;797 ₽;0 ₽;101;5,0;Да;Нет
2025-02-08;2 шт;243;2 200 ₽;61%;—;847 ₽;830 ₽;1 694 ₽;100;5,0;Нет;Да
2025-02-07;13 шт;243;2 200 ₽;64%;—;779 ₽;763 ₽;10 127 ₽;99;5,0;Нет;Нет
2025-02-06;6 шт;246;2 200 ₽;64%;—;789 ₽;773 ₽;4 734 ₽;96;5,0;Нет;Нет
2025-02-05;11 шт;250;2 200 ₽;64%;—;779 ₽;763 ₽;8 569 ₽;92;5,0;Нет;Нет
2025-02-04;10 шт;250;2 200 ₽;64%;—;779 ₽;763 ₽;7 790 ₽;89;5,0;Нет;Нет
2025-02-03;18 шт;252;2 200 ₽;64%;—;779 ₽;763 ₽;14 022 ₽;88;5,0;Нет;Нет
2025-02-02;12 шт;259;2 200 ₽;64%;—;789 ₽;773 ₽;9 468 ₽;85;5,0;Нет;Да
2025-02-01;7 шт;266;2 200 ₽;64%;—;789 ₽;773 ₽;5 523 ₽;82;5,0;Нет;Да
2025-01-31;11 шт;271;2 200 ₽;64%;—;779 ₽;763 ₽;8 569 ₽;80;4,0;Нет;Да
2025-01-30;18 шт;272;2 200 ₽;64%;—;789 ₽;773 ₽;14 202 ₽;79;4,0;Нет;Да
