Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-08-02;6 шт;220;2 200 ₽;57%;—;950 ₽;931 ₽;5 778 ₽;235;5,0;Да;Да
2025-08-01;3 шт;224;2 200 ₽;58%;—;937 ₽;918 ₽;2 889 ₽;235;5,0;Да;Да
2025-07-31;5 шт;225;2 200 ₽;58%;—;924 ₽;905 ₽;4 520 ₽;234;5,0;Нет;Да
2025-07-30;8 шт;227;2 200 ₽;57%;—;963 ₽;943 ₽;7 756 ₽;234;5,0;Да;Да
2025-07-29;6 шт;234;2 200 ₽;58%;—;937 ₽;918 ₽;5 752 ₽;234;5,0;Да;Да
2025-07-28;10 шт;236;2 200 ₽;58%;—;924 ₽;905 ₽;9 448 ₽;234;5,0;Да;Да
2025-07-27;8 шт;241;2 200 ₽;57%;—;950 ₽;931 ₽;7 691 ₽;234;5,0;Да;Да
2025-07-26;11 шт;244;2 200 ₽;58%;—;937 ₽;918 ₽;10 632 ₽;234;5,0;Да;Да
2025-07-25;9 шт;251;2 200 ₽;59%;—;910 ₽;891 ₽;8 366 ₽;232;5,0;Да;Да
2025-07-24;12 шт;259;2 200 ₽;58%;—;937 ₽;918 ₽;11 426 ₽;232;5,0;Да;Да
2025-07-23;12 шт;270;2 200 ₽;57%;—;963 ₽;943 ₽;11 595 ₽;230;5,0;Да;Да
2025-07-22;2 шт;278;2 200 ₽;58%;—;937 ₽;918 ₽;1 874 ₽;230;5,0;Нет;Да
2025-07-21;4 шт;279;2 200 ₽;57%;—;950 ₽;931 ₽;3 826 ₽;229;5,0;Нет;Да
2025-07-20;7 шт;283;2 200 ₽;57%;—;950 ₽;931 ₽;6 013 ₽;227;5,0;Нет;Да
2025-07-19;6 шт;288;2 200 ₽;58%;—;937 ₽;918 ₽;5 765 ₽;227;5,0;Нет;Да
2025-07-18;8 шт;289;2 200 ₽;58%;—;924 ₽;905 ₽;7 652 ₽;227;5,0;Да;Да
2025-07-17;11 шт;296;2 200 ₽;58%;—;924 ₽;905 ₽;10 554 ₽;227;5,0;Да;Да
2025-07-16;3 шт;303;2 200 ₽;57%;—;950 ₽;931 ₽;2 902 ₽;227;5,0;Да;Да
2025-07-15;4 шт;300;2 200 ₽;57%;—;963 ₽;943 ₽;3 891 ₽;227;5,0;Нет;Да
2025-07-14;2 шт;303;2 200 ₽;57%;—;963 ₽;943 ₽;1 952 ₽;227;5,0;Нет;Да
2025-07-13;6 шт;302;2 200 ₽;57%;—;950 ₽;931 ₽;5 791 ₽;227;5,0;Нет;Да
2025-07-12;4 шт;306;2 200 ₽;57%;—;963 ₽;943 ₽;3 891 ₽;227;5,0;Нет;Да
2025-07-11;7 шт;310;2 200 ₽;56%;—;976 ₽;956 ₽;6 390 ₽;227;5,0;Нет;Да
2025-07-10;6 шт;314;2 200 ₽;58%;—;937 ₽;918 ₽;5 674 ₽;227;5,0;Да;Да
2025-07-09;5 шт;317;2 200 ₽;58%;—;937 ₽;918 ₽;4 310 ₽;227;5,0;Да;Да
2025-07-08;12 шт;319;2 200 ₽;57%;—;950 ₽;931 ₽;11 220 ₽;227;5,0;Да;Да
2025-07-07;7 шт;171;2 200 ₽;62%;—;855 ₽;837 ₽;5 985 ₽;227;5,0;Да;Да
2025-07-06;6 шт;177;2 200 ₽;62%;—;855 ₽;837 ₽;5 190 ₽;226;5,0;Нет;Да
2025-07-05;6 шт;182;2 200 ₽;58%;—;937 ₽;918 ₽;5 700 ₽;226;5,0;Нет;Да
2025-07-04;6 шт;185;2 200 ₽;58%;—;937 ₽;918 ₽;5 830 ₽;225;5,0;Нет;Да
2025-07-03;8 шт;189;2 200 ₽;57%;—;950 ₽;931 ₽;7 652 ₽;224;5,0;Нет;Да
2025-07-02;6 шт;194;2 200 ₽;57%;—;950 ₽;931 ₽;5 778 ₽;224;5,0;Нет;Да
2025-07-01;2 шт;197;2 200 ₽;57%;—;950 ₽;931 ₽;1 913 ₽;224;5,0;Нет;Да
2025-06-30;8 шт;197;2 200 ₽;57%;—;950 ₽;931 ₽;7 652 ₽;223;5,0;Да;Нет
2025-06-29;5 шт;202;2 200 ₽;57%;—;950 ₽;931 ₽;4 675 ₽;223;5,0;Да;Нет
2025-06-28;5 шт;203;2 200 ₽;57%;—;947 ₽;928 ₽;4 722 ₽;222;5,0;Нет;Нет
2025-06-27;6 шт;145;2 200 ₽;58%;—;934 ₽;915 ₽;5 630 ₽;222;5,0;Нет;Нет
2025-06-26;6 шт;144;2 200 ₽;57%;—;947 ₽;928 ₽;5 734 ₽;221;5,0;Да;Нет
2025-06-25;3 шт;143;2 200 ₽;57%;—;947 ₽;928 ₽;2 867 ₽;220;5,0;Да;Нет
2025-06-24;3 шт;146;2 200 ₽;57%;—;947 ₽;928 ₽;2 867 ₽;220;5,0;Нет;Нет
2025-06-23;6 шт;146;2 200 ₽;58%;—;934 ₽;915 ₽;5 708 ₽;1 184;5,0;Нет;Нет
2025-06-22;16 шт;148;2 200 ₽;65%;—;786 ₽;770 ₽;12 752 ₽;1 180;5,0;Нет;Да
2025-06-21;4 шт;160;2 200 ₽;66%;—;751 ₽;735 ₽;3 117 ₽;1 178;5,0;Нет;Да
2025-06-20;18 шт;159;2 200 ₽;67%;—;729 ₽;714 ₽;13 413 ₽;1 175;5,0;Нет;Да
2025-06-19;9 шт;169;2 200 ₽;67%;—;729 ₽;714 ₽;6 907 ₽;1 172;5,0;Нет;Да
2025-06-18;4 шт;175;2 200 ₽;60%;—;884 ₽;866 ₽;3 615 ₽;1 170;5,0;Нет;Нет
2025-06-17;7 шт;175;2 200 ₽;60%;—;897 ₽;879 ₽;6 292 ₽;1 166;5,0;Нет;Нет
2025-06-16;5 шт;180;2 200 ₽;60%;—;897 ₽;879 ₽;4 579 ₽;1 161;5,0;Да;Нет
2025-06-15;10 шт;178;2 200 ₽;60%;—;884 ₽;866 ₽;8 888 ₽;1 157;5,0;Да;Нет
2025-06-14;9 шт;114;2 200 ₽;62%;—;856 ₽;838 ₽;7 873 ₽;1 155;5,0;Нет;Нет
2025-06-13;2 шт;118;2 200 ₽;62%;—;856 ₽;838 ₽;1 842 ₽;1 154;5,0;Нет;Нет
2025-06-12;4 шт;118;2 200 ₽;59%;—;908 ₽;889 ₽;3 632 ₽;1 151;5,0;Нет;Нет
2025-06-11;14 шт;115;2 200 ₽;65%;—;777 ₽;761 ₽;11 052 ₽;1 148;5,0;Нет;Да
2025-06-10;15 шт;126;2 200 ₽;65%;—;777 ₽;761 ₽;11 922 ₽;1 144;5,0;Нет;Да
2025-06-09;6 шт;140;2 200 ₽;65%;—;777 ₽;761 ₽;4 882 ₽;1 139;5,0;Нет;Да
2025-06-08;10 шт;145;2 200 ₽;65%;—;789 ₽;773 ₽;8 244 ₽;1 138;5,0;Нет;Да
2025-06-07;15 шт;148;2 200 ₽;65%;—;789 ₽;773 ₽;12 168 ₽;1 132;5,0;Нет;Да
2025-06-06;10 шт;163;2 200 ₽;66%;—;766 ₽;750 ₽;7 864 ₽;1 131;5,0;Нет;Да
2025-06-05;9 шт;169;2 200 ₽;64%;—;800 ₽;784 ₽;7 338 ₽;1 121;5,0;Нет;Да
2025-06-04;13 шт;176;2 200 ₽;62%;—;847 ₽;830 ₽;11 239 ₽;1 118;5,0;Нет;Да
2025-06-03;18 шт;186;2 200 ₽;61%;—;859 ₽;841 ₽;15 726 ₽;1 115;5,0;Да;Да
2025-06-02;7 шт;192;2 200 ₽;63%;—;834 ₽;817 ₽;5 769 ₽;1 112;5,0;Да;Да
2025-06-01;1 шт;78;2 200 ₽;64%;—;795 ₽;779 ₽;819 ₽;1 110;5,0;Нет;Да
2025-05-31;3 шт;76;2 200 ₽;64%;—;807 ₽;790 ₽;2 469 ₽;1 107;5,0;Нет;Да
2025-05-30;5 шт;73;2 200 ₽;63%;—;819 ₽;802 ₽;4 167 ₽;1 099;5,0;Нет;Да
2025-05-29;6 шт;72;2 200 ₽;63%;—;831 ₽;814 ₽;5 202 ₽;1 097;5,0;Нет;Да
2025-05-28;5 шт;75;2 200 ₽;62%;—;846 ₽;829 ₽;4 386 ₽;1 093;5,0;Нет;Да
2025-05-27;17 шт;77;2 200 ₽;62%;—;846 ₽;829 ₽;14 766 ₽;1 088;5,0;Нет;Да
2025-05-26;17 шт;90;2 200 ₽;65%;—;787 ₽;771 ₽;14 192 ₽;1 085;5,0;Нет;Да
2025-05-25;10 шт;101;2 200 ₽;64%;—;810 ₽;793 ₽;8 412 ₽;1 083;5,0;Нет;Да
2025-05-24;7 шт;106;2 200 ₽;62%;—;840 ₽;823 ₽;6 028 ₽;1 079;5,0;Нет;Да
2025-05-23;5 шт;109;2 200 ₽;62%;—;840 ₽;823 ₽;4 347 ₽;1 076;5,0;Нет;Да
2025-05-22;27 шт;113;2 200 ₽;62%;—;840 ₽;823 ₽;23 849 ₽;1 072;5,0;Нет;Да
2025-05-21;12 шт;138;2 200 ₽;60%;—;899 ₽;881 ₽;11 474 ₽;1 068;5,0;Нет;Да
2025-05-20;17 шт;144;2 200 ₽;57%;—;952 ₽;932 ₽;16 672 ₽;1 063;5,0;Нет;Да
2025-05-19;8 шт;160;2 200 ₽;57%;—;963 ₽;943 ₽;8 181 ₽;1 063;5,0;Нет;Нет
2025-05-18;5 шт;159;2 200 ₽;52%;—;1 056 ₽;1 034 ₽;5 280 ₽;1 060;5,0;Да;Нет
2025-05-17;3 шт;161;2 200 ₽;54%;—;1 029 ₽;1 008 ₽;3 074 ₽;1 056;5,0;Нет;Нет
2025-05-16;4 шт;159;2 200 ₽;59%;—;910 ₽;891 ₽;3 827 ₽;1 054;5,0;Нет;Нет
2025-05-15;17 шт;88;2 200 ₽;60%;—;897 ₽;879 ₽;16 152 ₽;1 053;5,0;Нет;Нет
2025-05-14;11 шт;98;2 200 ₽;58%;—;924 ₽;905 ₽;10 215 ₽;1 053;5,0;Нет;Нет
2025-05-13;9 шт;105;2 200 ₽;60%;—;887 ₽;869 ₽;7 955 ₽;1 051;5,0;Да;Нет
2025-05-12;16 шт;113;2 200 ₽;68%;—;713 ₽;698 ₽;12 367 ₽;1 049;5,0;Да;Да
2025-05-11;8 шт;128;2 200 ₽;44%;—;1 246 ₽;1 221 ₽;9 968 ₽;1 046;5,0;Да;Нет
2025-05-10;3 шт;130;2 200 ₽;45%;—;1 220 ₽;1 195 ₽;3 660 ₽;1 046;5,0;Нет;Нет
2025-05-09;1 шт;23;2 200 ₽;45%;—;1 220 ₽;1 195 ₽;1 220 ₽;1 045;5,0;Нет;Нет
2025-05-08;2 шт;22;2 200 ₽;43%;—;1 272 ₽;1 246 ₽;2 544 ₽;1 043;5,0;Нет;Нет
2025-05-07;8 шт;19;2 200 ₽;43%;—;1 272 ₽;1 246 ₽;10 176 ₽;1 042;5,0;Нет;Нет
2025-05-06;4 шт;22;2 200 ₽;43%;—;1 272 ₽;1 246 ₽;5 166 ₽;1 042;5,0;Нет;Нет
2025-05-05;2 шт;22;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;2 596 ₽;1 042;5,0;Нет;Нет
2025-05-04;4 шт;20;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;5 192 ₽;1 041;5,0;Нет;Нет
2025-05-03;6 шт;17;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;7 788 ₽;1 036;5,0;Нет;Нет
2025-05-02;4 шт;22;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;5 192 ₽;1 035;5,0;Нет;Нет
2025-05-01;5 шт;21;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;6 138 ₽;1 033;5,0;Нет;Да
2025-04-30;7 шт;21;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;7 194 ₽;1 033;5,0;Нет;Нет
2025-04-29;2 шт;27;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;2 508 ₽;1 033;5,0;Нет;Нет
2025-04-28;6 шт;21;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;7 248 ₽;1 029;5,0;Нет;Нет
2025-04-27;9 шт;17;2 200 ₽;56%;—;990 ₽;970 ₽;8 862 ₽;1 027;5,0;Нет;Нет
2025-04-26;7 шт;19;2 200 ₽;56%;—;990 ₽;970 ₽;6 882 ₽;1 026;5,0;Нет;Нет
2025-04-25;11 шт;19;2 200 ₽;60%;—;886 ₽;868 ₽;9 611 ₽;1 026;5,0;Нет;Да
2025-04-24;8 шт;18;2 200 ₽;61%;—;863 ₽;845 ₽;6 850 ₽;1 025;5,0;Нет;Да
2025-04-23;7 шт;22;2 200 ₽;61%;—;875 ₽;857 ₽;6 125 ₽;1 023;5,0;Нет;Нет
2025-04-22;9 шт;24;2 200 ₽;55%;—;995 ₽;975 ₽;8 955 ₽;1 021;5,0;Нет;Да
2025-04-21;29 шт;31;2 200 ₽;55%;—;995 ₽;975 ₽;28 303 ₽;1 020;5,0;Нет;Нет
2025-04-20;31 шт;53;2 200 ₽;59%;—;914 ₽;895 ₽;28 550 ₽;1 018;5,0;Нет;Да
2025-04-19;11 шт;79;2 200 ₽;59%;—;914 ₽;895 ₽;10 102 ₽;1 015;5,0;Нет;Да
2025-04-18;10 шт;19;2 200 ₽;58%;—;926 ₽;907 ₽;9 260 ₽;1 013;5,0;Нет;Да
2025-04-17;8 шт;26;2 200 ₽;58%;—;926 ₽;907 ₽;7 336 ₽;1 012;5,0;Нет;Да
2025-04-16;10 шт;27;2 200 ₽;58%;—;926 ₽;907 ₽;9 260 ₽;1 008;5,0;Нет;Да
2025-04-15;23 шт;32;2 200 ₽;58%;—;931 ₽;912 ₽;21 257 ₽;1 006;5,0;Да;Да
2025-04-14;27 шт;52;2 200 ₽;58%;—;943 ₽;924 ₽;25 017 ₽;1 002;5,0;Да;Да
2025-04-13;16 шт;67;2 200 ₽;58%;—;943 ₽;924 ₽;14 744 ₽;1 001;5,0;Нет;Да
2025-04-12;6 шт;78;2 200 ₽;56%;—;978 ₽;958 ₽;5 767 ₽;998;5,0;Нет;Да
2025-04-11;11 шт;79;2 200 ₽;56%;—;978 ₽;958 ₽;10 353 ₽;994;5,0;Да;Да
2025-04-10;11 шт;81;2 200 ₽;56%;—;978 ₽;958 ₽;10 116 ₽;991;5,0;Да;Нет
2025-04-09;19 шт;88;2 200 ₽;58%;—;943 ₽;924 ₽;17 509 ₽;988;5,0;Да;Да
2025-04-08;21 шт;103;2 200 ₽;58%;—;943 ₽;924 ₽;19 491 ₽;987;5,0;Да;Да
2025-04-07;18 шт;115;2 200 ₽;59%;—;919 ₽;900 ₽;16 590 ₽;985;5,0;Да;Да
2025-04-06;3 шт;131;2 200 ₽;58%;—;943 ₽;924 ₽;2 757 ₽;983;5,0;Нет;Да
2025-04-05;9 шт;130;2 200 ₽;58%;—;943 ₽;924 ₽;8 343 ₽;978;5,0;Нет;Да
2025-04-04;9 шт;134;2 200 ₽;58%;—;943 ₽;924 ₽;8 131 ₽;978;5,0;Нет;Нет
2025-04-03;10 шт;140;2 200 ₽;64%;—;806 ₽;789 ₽;7 893 ₽;971;5,0;Нет;Да
2025-04-02;9 шт;139;2 200 ₽;58%;—;943 ₽;924 ₽;8 343 ₽;971;5,0;Да;Да
2025-04-01;10 шт;139;2 200 ₽;59%;—;919 ₽;900 ₽;9 118 ₽;967;5,0;Да;Да
2025-03-31;6 шт;143;2 200 ₽;58%;—;931 ₽;912 ₽;5 550 ₽;964;5,0;Нет;Да
2025-03-30;16 шт;146;2 200 ₽;58%;—;931 ₽;912 ₽;14 269 ₽;964;5,0;Да;Да
2025-03-29;14 шт;159;2 200 ₽;58%;—;943 ₽;924 ₽;12 926 ₽;962;5,0;Да;Да
2025-03-28;20 шт;142;2 200 ₽;58%;—;943 ₽;924 ₽;18 221 ₽;960;5,0;Да;Нет
2025-03-27;11 шт;70;2 200 ₽;58%;—;943 ₽;924 ₽;9 365 ₽;957;5,0;Да;Да
2025-03-26;8 шт;76;2 200 ₽;64%;—;813 ₽;796 ₽;6 481 ₽;956;5,0;Нет;Да
2025-03-25;10 шт;77;2 200 ₽;63%;—;823 ₽;806 ₽;8 211 ₽;953;5,0;Нет;Да
2025-03-24;11 шт;80;2 200 ₽;57%;—;960 ₽;940 ₽;10 132 ₽;950;5,0;Нет;Нет
2025-03-23;7 шт;80;2 200 ₽;64%;—;805 ₽;789 ₽;5 582 ₽;945;5,0;Нет;Да
2025-03-22;14 шт;82;2 200 ₽;64%;—;806 ₽;789 ₽;11 244 ₽;942;5,0;Нет;Да
2025-03-21;11 шт;91;2 200 ₽;58%;—;943 ₽;924 ₽;10 241 ₽;938;5,0;Нет;Нет
2025-03-20;18 шт;98;2 200 ₽;58%;—;943 ₽;924 ₽;16 914 ₽;937;5,0;Нет;Нет
2025-03-19;18 шт;114;2 200 ₽;58%;—;943 ₽;924 ₽;16 376 ₽;933;5,0;Нет;Нет
2025-03-18;24 шт;129;2 200 ₽;58%;—;943 ₽;924 ₽;22 416 ₽;926;5,0;Нет;Нет
2025-03-17;23 шт;153;2 200 ₽;58%;—;931 ₽;912 ₽;20 987 ₽;921;5,0;Да;Нет
2025-03-16;1 шт;48;2 200 ₽;65%;—;788 ₽;773 ₽;779 ₽;918;5,0;Нет;Да
2025-03-15;0 шт;46;2 200 ₽;65%;—;779 ₽;763 ₽;0 ₽;917;5,0;Нет;Да
2025-03-14;0 шт;41;2 200 ₽;65%;—;789 ₽;773 ₽;0 ₽;915;5,0;Нет;Да
2025-03-13;5 шт;41;2 200 ₽;65%;—;789 ₽;773 ₽;3 845 ₽;914;5,0;Нет;Да
2025-03-12;6 шт;41;2 200 ₽;66%;—;769 ₽;0 ₽;4 664 ₽;908;5,0;Нет;Да
2025-03-11;1 шт;42;2 200 ₽;64%;—;779 ₽;763 ₽;779 ₽;904;5,0;Нет;Да
2025-03-10;4 шт;40;2 200 ₽;64%;—;779 ₽;763 ₽;3 116 ₽;898;5,0;Нет;Да
2025-03-09;11 шт;43;2 200 ₽;64%;—;779 ₽;763 ₽;8 569 ₽;894;5,0;Нет;Да
2025-03-08;6 шт;46;2 200 ₽;58%;—;919 ₽;900 ₽;5 514 ₽;891;5,0;Нет;Нет
2025-03-07;1 шт;49;2 200 ₽;58%;—;919 ₽;900 ₽;919 ₽;888;5,0;Нет;Да
2025-03-06;4 шт;49;2 200 ₽;63%;—;796 ₽;780 ₽;3 184 ₽;887;5,0;Нет;Да
2025-03-05;17 шт;50;2 200 ₽;63%;—;796 ₽;780 ₽;13 532 ₽;885;5,0;Нет;Да
2025-03-04;12 шт;63;2 200 ₽;63%;—;796 ₽;780 ₽;9 552 ₽;878;5,0;Нет;Да
2025-03-03;11 шт;71;2 200 ₽;63%;—;796 ₽;780 ₽;8 756 ₽;870;5,0;Нет;Да
2025-03-02;22 шт;80;2 200 ₽;63%;—;796 ₽;780 ₽;17 512 ₽;864;5,0;Нет;Да
2025-03-01;8 шт;98;2 200 ₽;63%;—;796 ₽;780 ₽;6 368 ₽;860;5,0;Нет;Да
2025-02-28;14 шт;102;2 200 ₽;63%;—;796 ₽;780 ₽;11 144 ₽;855;5,0;Нет;Да
2025-02-27;8 шт;104;2 200 ₽;64%;—;785 ₽;769 ₽;6 280 ₽;852;5,0;Нет;Да
2025-02-26;5 шт;108;2 200 ₽;60%;—;880 ₽;862 ₽;4 400 ₽;848;5,0;Нет;Нет
2025-02-25;5 шт;109;2 200 ₽;60%;—;880 ₽;862 ₽;4 400 ₽;844;5,0;Нет;Нет
2025-02-24;14 шт;107;2 200 ₽;60%;—;880 ₽;862 ₽;12 320 ₽;842;5,0;Нет;Нет
2025-02-23;12 шт;119;2 200 ₽;60%;—;880 ₽;862 ₽;10 560 ₽;840;5,0;Нет;Да
2025-02-22;13 шт;126;2 200 ₽;60%;—;869 ₽;851 ₽;11 297 ₽;837;5,0;Нет;Нет
2025-02-21;4 шт;136;2 200 ₽;60%;—;880 ₽;862 ₽;3 520 ₽;835;5,0;Нет;Нет
2025-02-20;19 шт;138;2 200 ₽;60%;—;880 ₽;862 ₽;16 720 ₽;833;5,0;Нет;Нет
2025-02-19;41 шт;157;2 200 ₽;60%;—;869 ₽;851 ₽;35 629 ₽;831;5,0;Да;Нет
2025-02-18;11 шт;198;2 200 ₽;64%;—;781 ₽;765 ₽;8 591 ₽;822;5,0;Да;Да
2025-02-17;3 шт;219;2 200 ₽;59%;—;899 ₽;881 ₽;2 697 ₽;816;5,0;Нет;Нет
2025-02-16;2 шт;220;2 200 ₽;59%;—;899 ₽;881 ₽;1 798 ₽;815;5,0;Нет;Нет
2025-02-15;3 шт;220;2 200 ₽;56%;—;948 ₽;929 ₽;2 844 ₽;812;5,0;Нет;Нет
2025-02-14;5 шт;222;2 200 ₽;57%;—;936 ₽;917 ₽;4 680 ₽;807;5,0;Нет;Нет
2025-02-13;10 шт;224;2 200 ₽;57%;—;936 ₽;917 ₽;9 360 ₽;806;5,0;Нет;Да
2025-02-12;8 шт;229;2 200 ₽;59%;—;886 ₽;868 ₽;7 088 ₽;804;5,0;Нет;Да
2025-02-11;12 шт;235;2 200 ₽;59%;—;886 ₽;868 ₽;10 632 ₽;802;5,0;Нет;Да
2025-02-10;10 шт;245;2 200 ₽;59%;—;897 ₽;879 ₽;8 970 ₽;801;5,0;Нет;Да
2025-02-09;6 шт;255;2 200 ₽;59%;—;886 ₽;868 ₽;5 316 ₽;800;5,0;Нет;Да
2025-02-08;6 шт;261;2 200 ₽;59%;—;897 ₽;879 ₽;5 382 ₽;792;5,0;Нет;Да
2025-02-07;5 шт;266;2 200 ₽;61%;—;851 ₽;833 ₽;4 255 ₽;792;5,0;Нет;Да
2025-02-06;3 шт;270;2 200 ₽;58%;—;909 ₽;890 ₽;2 727 ₽;789;5,0;Нет;Да
2025-02-05;5 шт;270;2 200 ₽;59%;—;897 ₽;879 ₽;4 485 ₽;786;5,0;Нет;Да
2025-02-04;5 шт;275;2 200 ₽;59%;—;897 ₽;879 ₽;4 485 ₽;786;5,0;Да;Да
