Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-08-01;10 шт;133;2 200 ₽;58%;—;937 ₽;918 ₽;9 643 ₽;182;5,0;Да;Да
2025-07-31;6 шт;139;2 200 ₽;58%;—;924 ₽;905 ₽;5 596 ₽;182;5,0;Нет;Да
2025-07-30;6 шт;143;2 200 ₽;57%;—;963 ₽;943 ₽;5 817 ₽;182;5,0;Да;Да
2025-07-29;3 шт;145;2 200 ₽;58%;—;937 ₽;918 ₽;2 928 ₽;182;5,0;Да;Да
2025-07-28;9 шт;147;2 200 ₽;58%;—;924 ₽;905 ₽;8 576 ₽;182;5,0;Да;Да
2025-07-27;5 шт;152;2 200 ₽;57%;—;950 ₽;931 ₽;4 815 ₽;180;5,0;Да;Да
2025-07-26;4 шт;155;2 200 ₽;57%;—;950 ₽;931 ₽;3 800 ₽;180;5,0;Да;Да
2025-07-25;3 шт;153;2 200 ₽;58%;—;924 ₽;905 ₽;2 824 ₽;180;5,0;Да;Да
2025-07-24;2 шт;153;2 200 ₽;58%;—;937 ₽;918 ₽;1 926 ₽;180;5,0;Да;Да
2025-07-23;5 шт;149;2 200 ₽;57%;—;963 ₽;943 ₽;4 802 ₽;179;5,0;Да;Да
2025-07-22;5 шт;153;2 200 ₽;58%;—;937 ₽;918 ₽;4 776 ₽;179;5,0;Нет;Да
2025-07-21;15 шт;153;2 200 ₽;57%;—;950 ₽;931 ₽;14 328 ₽;179;5,0;Нет;Да
2025-07-20;12 шт;165;2 200 ₽;57%;—;950 ₽;931 ₽;11 036 ₽;177;5,0;Нет;Да
2025-07-19;12 шт;171;2 200 ₽;58%;—;937 ₽;918 ₽;11 530 ₽;176;5,0;Нет;Да
2025-07-18;4 шт;179;2 200 ₽;58%;—;924 ₽;905 ₽;3 722 ₽;176;5,0;Да;Да
2025-07-17;9 шт;179;2 200 ₽;58%;—;937 ₽;918 ₽;8 524 ₽;176;5,0;Да;Да
2025-07-16;7 шт;184;2 200 ₽;57%;—;950 ₽;931 ₽;6 793 ₽;176;5,0;Да;Да
2025-07-15;6 шт;185;2 200 ₽;57%;—;963 ₽;943 ₽;5 830 ₽;174;5,0;Нет;Да
2025-07-14;3 шт;186;2 200 ₽;57%;—;963 ₽;943 ₽;2 788 ₽;174;5,0;Нет;Да
2025-07-13;3 шт;181;2 200 ₽;57%;—;950 ₽;931 ₽;2 902 ₽;174;5,0;Нет;Да
2025-07-12;4 шт;178;2 200 ₽;57%;—;963 ₽;943 ₽;3 891 ₽;174;5,0;Нет;Да
2025-07-11;4 шт;181;2 200 ₽;56%;—;976 ₽;956 ₽;3 774 ₽;174;5,0;Нет;Да
2025-07-10;14 шт;183;2 200 ₽;58%;—;937 ₽;918 ₽;13 339 ₽;174;5,0;Да;Да
2025-07-09;5 шт;194;2 200 ₽;58%;—;937 ₽;918 ₽;4 412 ₽;173;5,0;Да;Да
2025-07-08;17 шт;194;2 200 ₽;57%;—;950 ₽;931 ₽;15 977 ₽;172;5,0;Да;Да
2025-07-07;21 шт;110;2 200 ₽;62%;—;855 ₽;837 ₽;18 099 ₽;172;5,0;Да;Да
2025-07-06;10 шт;126;2 200 ₽;62%;—;855 ₽;837 ₽;8 574 ₽;172;5,0;Нет;Да
2025-07-05;11 шт;136;2 200 ₽;58%;—;937 ₽;918 ₽;10 424 ₽;171;5,0;Нет;Да
2025-07-04;3 шт;141;2 200 ₽;57%;—;950 ₽;931 ₽;2 915 ₽;170;5,0;Нет;Да
2025-07-03;4 шт;141;2 200 ₽;57%;—;950 ₽;931 ₽;3 826 ₽;169;5,0;Нет;Да
2025-07-02;7 шт;143;2 200 ₽;57%;—;950 ₽;931 ₽;6 702 ₽;169;5,0;Нет;Да
2025-07-01;7 шт;146;2 200 ₽;57%;—;950 ₽;931 ₽;6 741 ₽;169;5,0;Нет;Да
2025-06-30;11 шт;152;2 200 ₽;57%;—;950 ₽;931 ₽;10 528 ₽;167;5,0;Да;Нет
2025-06-29;6 шт;152;2 200 ₽;57%;—;950 ₽;931 ₽;5 638 ₽;167;5,0;Да;Нет
2025-06-28;8 шт;154;2 200 ₽;57%;—;947 ₽;928 ₽;7 498 ₽;167;5,0;Нет;Нет
2025-06-27;6 шт;108;2 200 ₽;58%;—;934 ₽;915 ₽;5 708 ₽;167;5,0;Нет;Нет
2025-06-26;5 шт;112;2 200 ₽;57%;—;947 ₽;928 ₽;4 865 ₽;167;5,0;Да;Нет
2025-06-25;9 шт;116;2 200 ₽;57%;—;947 ₽;928 ₽;8 523 ₽;167;5,0;Да;Нет
2025-06-24;4 шт;122;2 200 ₽;57%;—;947 ₽;928 ₽;3 801 ₽;167;5,0;Нет;Нет
2025-06-23;5 шт;119;2 200 ₽;58%;—;934 ₽;915 ₽;4 722 ₽;1 184;5,0;Нет;Нет
2025-06-22;16 шт;115;2 200 ₽;57%;—;960 ₽;940 ₽;13 133 ₽;1 180;5,0;Нет;Да
2025-06-21;5 шт;129;2 200 ₽;66%;—;751 ₽;735 ₽;3 958 ₽;1 178;5,0;Нет;Да
2025-06-20;7 шт;130;2 200 ₽;67%;—;729 ₽;714 ₽;5 463 ₽;1 175;5,0;Нет;Да
2025-06-19;10 шт;132;2 200 ₽;67%;—;729 ₽;714 ₽;7 479 ₽;1 173;5,0;Нет;Да
2025-06-18;5 шт;139;2 200 ₽;60%;—;884 ₽;866 ₽;4 472 ₽;1 170;5,0;Нет;Нет
2025-06-17;16 шт;137;2 200 ₽;60%;—;897 ₽;879 ₽;14 576 ₽;1 166;5,0;Нет;Нет
2025-06-16;8 шт;149;2 200 ₽;60%;—;897 ₽;879 ₽;7 311 ₽;1 161;5,0;Да;Нет
2025-06-15;6 шт;152;2 200 ₽;60%;—;884 ₽;866 ₽;5 159 ₽;1 157;5,0;Да;Нет
2025-06-14;12 шт;93;2 200 ₽;62%;—;856 ₽;838 ₽;10 415 ₽;1 155;5,0;Нет;Нет
2025-06-13;8 шт;98;2 200 ₽;62%;—;856 ₽;838 ₽;7 108 ₽;1 154;5,0;Нет;Нет
2025-06-12;2 шт;103;2 200 ₽;59%;—;908 ₽;889 ₽;1 705 ₽;1 151;5,0;Нет;Нет
2025-06-11;7 шт;103;2 200 ₽;65%;—;777 ₽;761 ₽;5 566 ₽;1 148;5,0;Нет;Да
2025-06-10;14 шт;104;2 200 ₽;65%;—;777 ₽;761 ₽;11 193 ₽;1 144;5,0;Нет;Да
2025-06-09;16 шт;116;2 200 ₽;65%;—;777 ₽;761 ₽;12 836 ₽;1 139;5,0;Нет;Да
2025-06-08;8 шт;125;2 200 ₽;65%;—;789 ₽;773 ₽;6 346 ₽;1 138;5,0;Нет;Да
2025-06-07;6 шт;125;2 200 ₽;65%;—;789 ₽;773 ₽;4 918 ₽;1 132;5,0;Нет;Да
2025-06-06;8 шт;125;2 200 ₽;66%;—;766 ₽;750 ₽;6 300 ₽;1 131;5,0;Нет;Да
2025-06-05;15 шт;132;2 200 ₽;64%;—;800 ₽;784 ₽;12 174 ₽;1 121;5,0;Нет;Да
2025-06-04;19 шт;142;2 200 ₽;62%;—;847 ₽;830 ₽;16 549 ₽;1 118;5,0;Нет;Да
2025-06-03;21 шт;159;2 200 ₽;61%;—;859 ₽;841 ₽;18 267 ₽;1 115;5,0;Да;Да
2025-06-02;11 шт;175;2 200 ₽;63%;—;834 ₽;817 ₽;9 105 ₽;1 113;5,0;Да;Да
2025-06-01;5 шт;91;2 200 ₽;64%;—;795 ₽;779 ₽;4 071 ₽;1 110;5,0;Нет;Да
2025-05-31;4 шт;94;2 200 ₽;64%;—;807 ₽;790 ₽;3 288 ₽;1 107;5,0;Нет;Да
2025-05-30;6 шт;95;2 200 ₽;63%;—;819 ₽;802 ₽;5 178 ₽;1 099;5,0;Нет;Да
2025-05-29;5 шт;98;2 200 ₽;63%;—;831 ₽;814 ₽;4 307 ₽;1 095;5,0;Нет;Да
2025-05-28;3 шт;100;2 200 ₽;62%;—;845 ₽;828 ₽;2 631 ₽;1 093;5,0;Нет;Да
2025-05-27;9 шт;98;2 200 ₽;62%;—;845 ₽;828 ₽;7 725 ₽;1 088;5,0;Нет;Да
2025-05-26;14 шт;100;2 200 ₽;65%;—;786 ₽;770 ₽;11 629 ₽;1 085;5,0;Нет;Да
2025-05-25;7 шт;108;2 200 ₽;64%;—;809 ₽;792 ₽;5 879 ₽;1 083;5,0;Нет;Да
2025-05-24;13 шт;108;2 200 ₽;62%;—;839 ₽;822 ₽;11 351 ₽;1 079;5,0;Нет;Да
2025-05-23;6 шт;118;2 200 ₽;62%;—;839 ₽;822 ₽;5 256 ₽;1 076;5,0;Нет;Да
2025-05-22;15 шт;120;2 200 ₽;62%;—;839 ₽;822 ₽;13 290 ₽;1 072;5,0;Нет;Да
2025-05-21;16 шт;131;2 200 ₽;60%;—;898 ₽;880 ₽;15 331 ₽;1 068;5,0;Нет;Да
2025-05-20;18 шт;143;2 200 ₽;57%;—;951 ₽;931 ₽;17 535 ₽;1 063;5,0;Нет;Да
2025-05-19;20 шт;156;2 200 ₽;57%;—;963 ₽;943 ₽;20 096 ₽;1 063;5,0;Нет;Нет
2025-05-18;8 шт;172;2 200 ₽;52%;—;1 056 ₽;1 034 ₽;8 539 ₽;1 060;5,0;Да;Нет
2025-05-17;5 шт;177;2 200 ₽;54%;—;1 029 ₽;1 008 ₽;4 981 ₽;1 056;5,0;Нет;Нет
2025-05-16;3 шт;178;2 200 ₽;59%;—;910 ₽;891 ₽;2 730 ₽;1 054;5,0;Нет;Нет
2025-05-15;9 шт;99;2 200 ₽;60%;—;897 ₽;879 ₽;8 724 ₽;1 053;5,0;Нет;Нет
2025-05-14;8 шт;103;2 200 ₽;58%;—;924 ₽;905 ₽;7 629 ₽;1 053;5,0;Нет;Нет
2025-05-13;13 шт;107;2 200 ₽;60%;—;887 ₽;869 ₽;11 246 ₽;1 051;5,0;Да;Нет
2025-05-12;10 шт;119;2 200 ₽;68%;—;713 ₽;698 ₽;7 688 ₽;1 049;5,0;Да;Да
2025-05-11;8 шт;121;2 200 ₽;44%;—;1 246 ₽;1 221 ₽;9 968 ₽;1 046;5,0;Да;Нет
2025-05-10;4 шт;123;2 200 ₽;45%;—;1 220 ₽;1 195 ₽;4 932 ₽;1 046;5,0;Нет;Нет
2025-05-09;1 шт;61;2 200 ₽;45%;—;1 220 ₽;1 195 ₽;1 220 ₽;1 045;5,0;Нет;Нет
2025-05-08;2 шт;59;2 200 ₽;43%;—;1 272 ₽;1 246 ₽;2 544 ₽;1 043;5,0;Да;Нет
2025-05-07;10 шт;57;2 200 ₽;43%;—;1 272 ₽;1 246 ₽;11 303 ₽;1 042;5,0;Да;Нет
2025-05-06;3 шт;59;2 200 ₽;57%;—;947 ₽;928 ₽;2 919 ₽;1 042;5,0;Нет;Нет
2025-05-05;3 шт;58;2 200 ₽;58%;—;934 ₽;915 ₽;3 894 ₽;1 042;5,0;Нет;Нет
2025-05-04;3 шт;59;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;3 894 ₽;1 041;5,0;Нет;Нет
2025-05-03;4 шт;61;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;5 192 ₽;1 036;5,0;Нет;Нет
2025-05-02;4 шт;62;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;5 192 ₽;1 035;5,0;Нет;Нет
2025-05-01;2 шт;64;2 200 ₽;41%;—;1 298 ₽;1 272 ₽;2 596 ₽;1 033;5,0;Да;Да
2025-04-30;0 шт;64;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;0 ₽;1 033;5,0;Да;Нет
2025-04-29;0 шт;63;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;0 ₽;1 033;5,0;Нет;Нет
2025-04-28;8 шт;63;2 200 ₽;43%;—;1 254 ₽;1 228 ₽;8 964 ₽;1 029;5,0;Да;Нет
2025-04-27;10 шт;65;2 200 ₽;56%;—;978 ₽;958 ₽;9 864 ₽;1 027;5,0;Нет;Нет
2025-04-26;3 шт;69;2 200 ₽;56%;—;978 ₽;958 ₽;2 934 ₽;1 026;5,0;Нет;Нет
2025-04-25;0 шт;68;2 200 ₽;60%;—;886 ₽;868 ₽;0 ₽;1 026;5,0;Нет;Да
2025-04-24;9 шт;68;2 200 ₽;61%;—;863 ₽;845 ₽;7 668 ₽;1 025;5,0;Нет;Да
2025-04-23;10 шт;73;2 200 ₽;61%;—;875 ₽;857 ₽;8 750 ₽;1 023;5,0;Да;Нет
2025-04-22;14 шт;80;2 200 ₽;55%;—;995 ₽;975 ₽;13 930 ₽;1 021;5,0;Нет;Да
2025-04-21;7 шт;89;2 200 ₽;55%;—;995 ₽;975 ₽;6 620 ₽;1 020;5,0;Нет;Нет
2025-04-20;21 шт;88;2 200 ₽;59%;—;914 ₽;895 ₽;19 338 ₽;1 018;5,0;Нет;Да
2025-04-19;6 шт;107;2 200 ₽;59%;—;914 ₽;895 ₽;5 508 ₽;1 015;5,0;Нет;Да
2025-04-18;11 шт;77;2 200 ₽;58%;—;926 ₽;907 ₽;10 186 ₽;1 013;5,0;Да;Да
2025-04-17;7 шт;86;2 200 ₽;58%;—;926 ₽;907 ₽;6 422 ₽;1 012;5,0;Да;Да
2025-04-16;9 шт;89;2 200 ₽;58%;—;926 ₽;907 ₽;8 310 ₽;1 008;5,0;Да;Да
2025-04-15;12 шт;93;2 200 ₽;58%;—;943 ₽;924 ₽;11 172 ₽;1 006;5,0;Да;Да
2025-04-14;14 шт;103;2 200 ₽;58%;—;943 ₽;924 ₽;12 902 ₽;1 002;5,0;Да;Да
2025-04-13;6 шт;112;2 200 ₽;58%;—;943 ₽;924 ₽;5 542 ₽;1 001;5,0;Нет;Да
2025-04-12;6 шт;116;2 200 ₽;56%;—;978 ₽;958 ₽;5 754 ₽;998;5,0;Нет;Да
2025-04-11;13 шт;118;2 200 ₽;56%;—;978 ₽;958 ₽;12 116 ₽;994;5,0;Да;Да
2025-04-10;10 шт;127;2 200 ₽;56%;—;978 ₽;958 ₽;9 467 ₽;991;5,0;Да;Да
2025-04-09;12 шт;133;2 200 ₽;58%;—;943 ₽;924 ₽;11 064 ₽;988;5,0;Да;Да
2025-04-08;9 шт;141;2 200 ₽;58%;—;943 ₽;924 ₽;8 379 ₽;987;5,0;Да;Да
2025-04-07;7 шт;141;2 200 ₽;59%;—;919 ₽;900 ₽;6 529 ₽;985;5,0;Да;Да
2025-04-06;3 шт;147;2 200 ₽;59%;—;919 ₽;900 ₽;2 757 ₽;981;5,0;Нет;Да
2025-04-05;1 шт;147;2 200 ₽;58%;—;943 ₽;924 ₽;806 ₽;978;5,0;Нет;Да
2025-04-04;8 шт;143;2 200 ₽;58%;—;931 ₽;912 ₽;7 088 ₽;978;5,0;Нет;Нет
2025-04-03;3 шт;148;2 200 ₽;63%;—;823 ₽;806 ₽;2 396 ₽;971;5,0;Нет;Да
2025-04-02;12 шт;149;2 200 ₽;58%;—;943 ₽;924 ₽;11 256 ₽;971;5,0;Да;Да
2025-04-01;5 шт;159;2 200 ₽;59%;—;907 ₽;888 ₽;4 547 ₽;965;5,0;Да;Да
2025-03-31;2 шт;161;2 200 ₽;58%;—;931 ₽;912 ₽;1 862 ₽;964;5,0;Нет;Да
2025-03-30;9 шт;162;2 200 ₽;58%;—;931 ₽;912 ₽;8 055 ₽;964;5,0;Да;Да
2025-03-29;7 шт;169;2 200 ₽;58%;—;943 ₽;924 ₽;6 517 ₽;962;5,0;Да;Да
2025-03-28;6 шт;161;2 200 ₽;59%;—;907 ₽;888 ₽;5 442 ₽;960;5,0;Да;Нет
2025-03-27;3 шт;139;2 200 ₽;58%;—;943 ₽;924 ₽;2 577 ₽;957;5,0;Да;Да
2025-03-26;6 шт;141;2 200 ₽;63%;—;830 ₽;813 ₽;4 936 ₽;956;5,0;Нет;Да
2025-03-25;2 шт;146;2 200 ₽;63%;—;819 ₽;802 ₽;1 778 ₽;953;5,0;Нет;Да
2025-03-24;4 шт;143;2 200 ₽;57%;—;948 ₽;929 ₽;3 532 ₽;950;5,0;Нет;Нет
2025-03-23;1 шт;142;2 200 ₽;64%;—;813 ₽;796 ₽;823 ₽;944;5,0;Нет;Да
2025-03-22;1 шт;138;2 200 ₽;63%;—;823 ₽;806 ₽;823 ₽;942;5,0;Нет;Да
2025-03-21;6 шт;137;2 200 ₽;58%;—;931 ₽;912 ₽;5 658 ₽;937;5,0;Нет;Нет
2025-03-20;4 шт;140;2 200 ₽;58%;—;943 ₽;924 ₽;3 748 ₽;937;5,0;Нет;Нет
2025-03-19;6 шт;140;2 200 ₽;58%;—;943 ₽;924 ₽;5 325 ₽;933;5,0;Нет;Нет
2025-03-18;6 шт;144;2 200 ₽;58%;—;943 ₽;924 ₽;5 622 ₽;926;5,0;Нет;Нет
2025-03-17;9 шт;146;2 200 ₽;58%;—;943 ₽;924 ₽;8 391 ₽;921;5,0;Да;Нет
2025-03-16;7 шт;131;2 200 ₽;58%;—;943 ₽;924 ₽;5 761 ₽;919;5,0;Нет;Да
2025-03-15;10 шт;135;2 200 ₽;63%;—;823 ₽;806 ₽;8 170 ₽;917;5,0;Нет;Да
2025-03-14;6 шт;143;2 200 ₽;63%;—;823 ₽;806 ₽;4 833 ₽;915;5,0;Нет;Да
2025-03-13;10 шт;149;2 200 ₽;63%;—;823 ₽;806 ₽;8 042 ₽;914;5,0;Нет;Да
2025-03-12;5 шт;154;2 200 ₽;64%;—;813 ₽;0 ₽;4 043 ₽;908;5,0;Нет;Да
2025-03-11;7 шт;156;2 200 ₽;63%;—;813 ₽;796 ₽;5 691 ₽;904;5,0;Нет;Да
2025-03-10;7 шт;161;2 200 ₽;63%;—;813 ₽;796 ₽;5 691 ₽;897;5,0;Нет;Да
2025-03-09;4 шт;168;2 200 ₽;63%;—;813 ₽;796 ₽;3 252 ₽;894;5,0;Нет;Да
2025-03-08;3 шт;170;2 200 ₽;58%;—;919 ₽;900 ₽;2 757 ₽;891;5,0;Нет;Нет
2025-03-07;2 шт;172;2 200 ₽;58%;—;919 ₽;900 ₽;1 838 ₽;888;5,0;Нет;Да
2025-03-06;0 шт;174;2 200 ₽;62%;—;819 ₽;802 ₽;0 ₽;887;5,0;Нет;Да
2025-03-05;2 шт;169;2 200 ₽;62%;—;830 ₽;813 ₽;1 660 ₽;885;5,0;Нет;Да
2025-03-04;10 шт;169;2 200 ₽;62%;—;830 ₽;813 ₽;8 300 ₽;878;5,0;Нет;Да
2025-03-03;6 шт;178;2 200 ₽;62%;—;830 ₽;813 ₽;4 980 ₽;870;5,0;Нет;Да
2025-03-02;8 шт;178;2 200 ₽;63%;—;808 ₽;791 ₽;6 464 ₽;862;5,0;Нет;Да
2025-03-01;4 шт;184;2 200 ₽;63%;—;808 ₽;791 ₽;3 232 ₽;859;5,0;Нет;Да
2025-02-28;3 шт;184;2 200 ₽;62%;—;830 ₽;813 ₽;2 490 ₽;855;5,0;Нет;Да
2025-02-27;7 шт;184;2 200 ₽;63%;—;808 ₽;791 ₽;5 656 ₽;852;5,0;Нет;Да
2025-02-26;2 шт;188;2 200 ₽;58%;—;907 ₽;888 ₽;1 814 ₽;848;5,0;Нет;Нет
2025-02-25;2 шт;181;2 200 ₽;58%;—;907 ₽;888 ₽;1 814 ₽;843;5,0;Нет;Нет
2025-02-24;1 шт;181;2 200 ₽;57%;—;931 ₽;912 ₽;931 ₽;842;5,0;Нет;Нет
2025-02-23;10 шт;180;2 200 ₽;57%;—;931 ₽;912 ₽;9 310 ₽;840;5,0;Нет;Да
2025-02-22;17 шт;186;2 200 ₽;57%;—;931 ₽;912 ₽;15 827 ₽;837;5,0;Нет;Нет
2025-02-21;6 шт;199;2 200 ₽;58%;—;919 ₽;900 ₽;5 514 ₽;835;5,0;Нет;Нет
2025-02-20;2 шт;123;2 200 ₽;57%;—;931 ₽;912 ₽;1 862 ₽;833;5,0;Нет;Нет
2025-02-19;8 шт;124;2 200 ₽;58%;—;919 ₽;900 ₽;7 352 ₽;831;5,0;Нет;Нет
2025-02-18;15 шт;127;2 200 ₽;57%;—;931 ₽;912 ₽;13 965 ₽;824;5,0;Нет;Да
2025-02-17;5 шт;137;2 200 ₽;59%;—;899 ₽;881 ₽;4 495 ₽;816;5,0;Нет;Нет
2025-02-16;3 шт;141;2 200 ₽;57%;—;936 ₽;917 ₽;2 808 ₽;815;5,0;Нет;Нет
2025-02-15;7 шт;136;2 200 ₽;58%;—;924 ₽;905 ₽;6 468 ₽;812;5,0;Нет;Нет
2025-02-14;4 шт;142;2 200 ₽;57%;—;936 ₽;917 ₽;3 744 ₽;807;5,0;Нет;Нет
2025-02-13;8 шт;141;2 200 ₽;57%;—;936 ₽;917 ₽;7 488 ₽;806;5,0;Нет;Да
2025-02-12;9 шт;147;2 200 ₽;59%;—;886 ₽;868 ₽;7 974 ₽;804;5,0;Нет;Да
2025-02-11;18 шт;151;2 200 ₽;59%;—;886 ₽;868 ₽;15 948 ₽;802;5,0;Нет;Да
2025-02-10;11 шт;162;2 200 ₽;59%;—;897 ₽;879 ₽;9 867 ₽;801;5,0;Нет;Да
2025-02-09;16 шт;169;2 200 ₽;59%;—;886 ₽;868 ₽;14 176 ₽;800;5,0;Нет;Да
2025-02-08;21 шт;182;2 200 ₽;59%;—;897 ₽;879 ₽;18 837 ₽;792;5,0;Нет;Да
2025-02-07;12 шт;199;2 200 ₽;59%;—;897 ₽;879 ₽;10 764 ₽;792;5,0;Нет;Да
2025-02-06;8 шт;211;2 200 ₽;58%;—;909 ₽;890 ₽;7 272 ₽;789;5,0;Нет;Да
2025-02-05;16 шт;220;2 200 ₽;59%;—;897 ₽;879 ₽;14 352 ₽;786;5,0;Нет;Да
2025-02-04;15 шт;232;2 200 ₽;59%;—;897 ₽;879 ₽;13 455 ₽;786;5,0;Да;Да
