Дата;Продажи, шт.;Остаток, шт.;Базовая цена, ₽;Скидка, %;СПП, %;Цена с СПП, ₽;Цена с WB Кошельком, ₽;Выручка, ₽;Отзывы, шт.;Рейтинг;Был в рекламе;Был в акции
2025-06-28;20 шт;465;1 800 ₽;56%;—;801 ₽;784 ₽;15 943 ₽;19;5,0;Да;Да
2025-06-27;20 шт;479;1 800 ₽;57%;—;790 ₽;774 ₽;15 943 ₽;19;5,0;Да;Да
2025-06-26;16 шт;490;1 800 ₽;56%;—;801 ₽;784 ₽;12 849 ₽;19;5,0;Да;Да
2025-06-25;17 шт;501;1 800 ₽;56%;—;801 ₽;784 ₽;13 683 ₽;18;5,0;Да;Да
2025-06-24;5 шт;510;1 800 ₽;56%;—;801 ₽;784 ₽;4 005 ₽;16;5,0;Да;Да
2025-06-23;14 шт;511;1 800 ₽;57%;—;790 ₽;774 ₽;11 192 ₽;16;5,0;Да;Да
2025-06-22;13 шт;522;1 800 ₽;55%;—;812 ₽;795 ₽;10 512 ₽;15;5,0;Да;Да
2025-06-21;11 шт;529;1 800 ₽;56%;—;808 ₽;791 ₽;9 140 ₽;14;5,0;Да;Да
2025-06-20;17 шт;535;1 800 ₽;57%;—;783 ₽;767 ₽;13 567 ₽;10;5,0;Да;Да
2025-06-19;16 шт;552;1 800 ₽;57%;—;783 ₽;767 ₽;12 577 ₽;10;5,0;Да;Да
2025-06-18;13 шт;568;1 800 ₽;56%;—;808 ₽;791 ₽;10 624 ₽;10;5,0;Да;Да
2025-06-17;11 шт;578;1 800 ₽;55%;—;820 ₽;803 ₽;9 212 ₽;10;5,0;Да;Да
2025-06-16;25 шт;585;1 800 ₽;55%;—;820 ₽;803 ₽;15 751 ₽;9;5,0;Да;Да
2025-06-15;14 шт;610;1 800 ₽;69%;—;566 ₽;554 ₽;8 515 ₽;9;5,0;Нет;Да
2025-06-14;7 шт;624;1 800 ₽;56%;—;795 ₽;779 ₽;5 553 ₽;8;5,0;Да;Да
2025-06-13;4 шт;629;1 800 ₽;58%;—;760 ₽;744 ₽;3 145 ₽;8;5,0;Да;Да
2025-06-12;10 шт;632;1 800 ₽;55%;—;819 ₽;802 ₽;8 190 ₽;8;5,0;Да;Да
2025-06-11;0 шт;641;1 800 ₽;53%;—;856 ₽;838 ₽;0 ₽;8;5,0;Да;Да
2025-06-10;0 шт;56;1 800 ₽;53%;—;856 ₽;838 ₽;0 ₽;8;5,0;Нет;Нет
2025-06-09;0 шт;6;1 500 ₽;32%;—;1 020 ₽;999 ₽;0 ₽;8;5,0;Да;Нет
2025-06-08;1 шт;5;1 500 ₽;31%;—;1 035 ₽;1 014 ₽;1 035 ₽;8;5,0;Да;Нет
2025-06-07;0 шт;6;1 500 ₽;30%;—;1 050 ₽;1 029 ₽;0 ₽;7;5,0;Нет;Нет
2025-06-06;0 шт;6;1 500 ₽;33%;—;1 005 ₽;984 ₽;0 ₽;6;5,0;Да;Нет
2025-06-05;2 шт;5;1 500 ₽;54%;—;703 ₽;688 ₽;1 410 ₽;5;5,0;Да;Нет
2025-06-04;2 шт;7;1 500 ₽;49%;—;777 ₽;761 ₽;1 554 ₽;5;5,0;Да;Нет
2025-06-03;0 шт;9;1 500 ₽;29%;—;1 065 ₽;1 043 ₽;0 ₽;4;5,0;Да;Нет
2025-06-02;0 шт;9;1 500 ₽;31%;—;1 035 ₽;1 014 ₽;0 ₽;4;5,0;Нет;Нет
2025-06-01;1 шт;9;1 500 ₽;33%;—;1 005 ₽;984 ₽;1 005 ₽;4;5,0;Нет;Нет
2025-05-31;0 шт;10;1 500 ₽;46%;—;816 ₽;799 ₽;0 ₽;4;5,0;Нет;Нет
2025-05-30;0 шт;10;1 500 ₽;45%;—;828 ₽;811 ₽;0 ₽;4;5,0;Нет;Нет
2025-05-29;2 шт;10;1 500 ₽;62%;—;577 ₽;565 ₽;1 178 ₽;4;5,0;Нет;Да
2025-05-28;3 шт;12;1 500 ₽;50%;—;751 ₽;735 ₽;2 253 ₽;4;5,0;Нет;Нет
2025-05-27;0 шт;14;1 500 ₽;50%;—;751 ₽;735 ₽;0 ₽;4;5,0;Нет;Нет
2025-05-26;1 шт;12;1 500 ₽;52%;—;730 ₽;715 ₽;730 ₽;4;5,0;Нет;Нет
2025-05-25;1 шт;13;1 500 ₽;52%;—;730 ₽;715 ₽;730 ₽;4;5,0;Нет;Нет
2025-05-24;0 шт;14;1 500 ₽;53%;—;719 ₽;704 ₽;0 ₽;4;5,0;Нет;Нет
2025-05-23;1 шт;14;1 500 ₽;53%;—;719 ₽;704 ₽;719 ₽;4;5,0;Нет;Нет
2025-05-22;4 шт;12;1 500 ₽;52%;—;730 ₽;715 ₽;2 920 ₽;4;5,0;Нет;Да
2025-05-21;0 шт;16;1 500 ₽;62%;—;577 ₽;565 ₽;0 ₽;3;5,0;Нет;Да
2025-05-20;2 шт;16;1 500 ₽;60%;—;601 ₽;588 ₽;1 236 ₽;3;5,0;Нет;Да
2025-05-19;1 шт;16;1 500 ₽;60%;—;610 ₽;597 ₽;635 ₽;3;5,0;Нет;Да
2025-05-18;2 шт;17;1 500 ₽;57%;—;660 ₽;646 ₽;1 320 ₽;3;5,0;Нет;Да
2025-05-17;1 шт;19;1 500 ₽;58%;—;643 ₽;630 ₽;643 ₽;3;5,0;Нет;Да
2025-05-16;2 шт;20;1 500 ₽;60%;—;610 ₽;597 ₽;1 229 ₽;2;5,0;Нет;Да
2025-05-15;3 шт;22;1 500 ₽;60%;—;601 ₽;588 ₽;1 803 ₽;2;5,0;Нет;Да
2025-05-14;0 шт;25;1 500 ₽;59%;—;619 ₽;606 ₽;0 ₽;2;5,0;Нет;Да
2025-05-13;0 шт;25;1 500 ₽;58%;—;637 ₽;624 ₽;0 ₽;2;5,0;Нет;Да
2025-05-12;1 шт;25;1 500 ₽;59%;—;619 ₽;606 ₽;619 ₽;2;5,0;Нет;Да
2025-05-11;0 шт;26;1 500 ₽;58%;—;639 ₽;626 ₽;0 ₽;2;5,0;Нет;Да
2025-05-10;0 шт;26;1 500 ₽;59%;—;621 ₽;608 ₽;0 ₽;2;5,0;Нет;Да
2025-05-09;2 шт;26;1 500 ₽;58%;—;630 ₽;617 ₽;1 296 ₽;0;0,0;Нет;Да
2025-05-08;2 шт;28;1 500 ₽;57%;—;648 ₽;635 ₽;1 323 ₽;0;0,0;Нет;Да
2025-05-07;2 шт;30;1 500 ₽;58%;—;639 ₽;626 ₽;1 278 ₽;0;0,0;Нет;Да
2025-05-06;0 шт;31;1 500 ₽;57%;—;648 ₽;635 ₽;0 ₽;0;0,0;Нет;Да
2025-05-05;3 шт;31;1 500 ₽;57%;—;648 ₽;635 ₽;1 944 ₽;0;0,0;Нет;Да
2025-05-04;0 шт;33;1 500 ₽;57%;—;657 ₽;643 ₽;0 ₽;0;0,0;Нет;Да
2025-05-03;1 шт;31;1 500 ₽;57%;—;657 ₽;643 ₽;693 ₽;0;0,0;Нет;Нет
2025-05-02;3 шт;32;1 500 ₽;57%;—;657 ₽;643 ₽;2 034 ₽;0;0,0;Нет;Нет
2025-05-01;2 шт;35;1 500 ₽;56%;—;675 ₽;661 ₽;1 386 ₽;0;0,0;Нет;Нет
2025-04-30;1 шт;37;1 500 ₽;56%;—;675 ₽;661 ₽;675 ₽;0;0,0;Нет;Нет
2025-04-29;0 шт;38;1 500 ₽;56%;—;675 ₽;661 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-28;0 шт;38;1 500 ₽;55%;—;684 ₽;670 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-27;0 шт;38;1 500 ₽;53%;—;711 ₽;696 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-26;0 шт;38;1 500 ₽;22%;—;1 173 ₽;1 149 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-25;0 шт;38;1 500 ₽;22%;—;1 173 ₽;1 149 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-24;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-23;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-22;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-21;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-20;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-19;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-18;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-17;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-16;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-15;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-14;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-13;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-12;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-11;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-10;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-09;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-08;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-07;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-06;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-05;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-04;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-03;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-02;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-04-01;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-31;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-30;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-29;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-28;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-27;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-26;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-25;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-24;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-23;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-22;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-21;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-20;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-19;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-18;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-17;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-16;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-15;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-14;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-13;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-12;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-11;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-10;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-09;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-08;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-07;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-06;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-05;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-04;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-03;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-02;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-03-01;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-28;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-27;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-26;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-25;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-24;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-23;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-22;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-21;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-20;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-19;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-18;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-17;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-16;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-15;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-14;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-13;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-12;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-11;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-10;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-09;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-08;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-07;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-06;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-05;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-04;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-03;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-02;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-02-01;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-31;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-30;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-29;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-28;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-27;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-26;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
2025-01-25;0 шт;0;0 ₽;0%;—;0 ₽;0 ₽;0 ₽;0;0,0;Нет;Нет
